Nid,Node UUID,Title,Authorized Name,Author Name Latin,Author Name English,Author Name Native Language,Also known as,Other Alternative Name Form(s),Author Birth Date,Author Death Date,Floruit/Active,Modern Geographic Identity,Ancient Geographic Identity,Time Period,Source,LoC Source,LofC URI,LoC ID,VIAF Source,VIAF ID,PHI Author Name,PHI Number,PHI or Stoa Number,DigilibLT Number,Perseus Name,Stoa Number,Perseus URN,CTS URN,Author Name Abbreviations,Path,Post date,BNE Name,BNE URL,BNF Name,BNF URL,DNB Name,DNB URL,ICCU Name,ICCU URL,ISNI Name,ISNI URL,Wikidata URL,Wikipedia,WorldCat Identity,DLL Identifier,DLL Number
91590,,"91590 : Mommsen, Theodor, 1817-1903","Mommsen, Theodor, 1817-1903",,,Christian Matthias Theodor Mommsen,,,1817,1903,19th Century A.D. 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/n50004383,http://id.loc.gov/authorities/names/n50004383,n50004383,http://viaf.org/viaf/7402506,7402506,,,,,,,,,,/alli/node/91590,8/31/2018 22:00,"Mommsen, Teodoro (1817-1903)",http://datos.bne.es/resource/XX1010875,,," Mommsen, Theodor",http://d-nb.info/gnd/118583425,,,Christian Matthias Theodor Mommsen,http://www.isni.org/isni/0000000120988990,https://www.wikidata.org/wiki/Q25351#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Theodor_Mommsen,https://www.worldcat.org/identities/lccn-n50004383/,A5992,5992
91589,41edc9cb-0232-4d99-b4a2-530a819a872e,"91589 : Malcovati, Enrica","Malcovati, Enrica",,,,,,1894,1990,20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/n82239184,http://id.loc.gov/authorities/names/n82239184,n82239184,http://viaf.org/viaf/108604095,108604095,,,,,,,,,,/alli/node/91589,8/31/2018 21:37,,,"Malcovati, Enrica, 1894-1990",http://catalogue.bnf.fr/ark:/12148/cb121794579,"Malcovati, Enrica ",http://d-nb.info/gnd/119049945,"Malcovati, Enrica ",http://opac.sbn.it/opacsbn/opac/iccu/scheda_authority.jsp?bid=IT%5CICCU%5CCFIV%5C109237,"Malcovati, E.",http://www.isni.org/isni/0000000121470608,https://www.wikidata.org/wiki/Q28194637#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n82239184/,A5991,5991
91588,b200e353-d045-40e9-b1ee-92c96647ca1a,"91588 : Urba, Karl Franz","Urba, Karl Franz",Carolus Urba,,Karl Franz Urba,,,1860,,19th Century A.D. 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/nr96044285,http://id.loc.gov/authorities/names/nr96044285,nr96044285,http://viaf.org/viaf/18121786,18121786,,,,,,,,,,/alli/node/91588,8/31/2018 21:30,,,"Urba, Carl Franz, 1860-19..",http://catalogue.bnf.fr/ark:/12148/cb12431943r," Vrba, Karl Franz ",http://d-nb.info/gnd/123076528,,,"Urba, Carl F.",http://www.isni.org/isni/0000000078333906,,,https://www.worldcat.org/identities/lccn-nr96044285/,A5990,5990
91587,276ff494-5c1c-469e-883f-aeb3160e1b25,"91587 : Crenius, Thomas, 1648-1728","Crenius, Thomas, 1648-1728",Thomas Crenius,,,,Thomas Theodor Crusius,1648,1728,17th Century A.D. - 18th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/n84233882,http://id.loc.gov/authorities/names/n84233882,n84233882,http://viaf.org/viaf/49216694,49216694,,,,,,,,,,/alli/node/91587,8/31/2018 21:17,"Crenius, Thomas (1648-1728)",http://datos.bne.es/resource/XX898417,"Crusius, Thomas Theodor, 1648-1728",http://catalogue.bnf.fr/ark:/12148/cb10725591h,"Crenius, Thomas",http://d-nb.info/gnd/100095089,,,"Crenius, Thomas",http://www.isni.org/isni/0000000117621207,https://www.wikidata.org/wiki/Q21545803#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n84233882/,A5989,5989
91586,71ad7164-e234-4af9-ba45-ec917ec8a95f,"91586 : Purser, Louis Claude, 1854-1932","Purser, Louis Claude, 1854-1932",Ludovicus Claudius Purser,Louis Claude Purser,,,,1854,1932,19th Century A.D. 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/n87812510,http://id.loc.gov/authorities/names/n87812510,n87812510,http://viaf.org/viaf/24683540,24683540,,,,,,,,,,/alli/node/91586,8/30/2018 20:19,,,"Purser, Louis Claude (1854-1932)",https://catalogue.bnf.fr/ark:/12148/cb12383227x,"Purser, Louis Claude",http://d-nb.info/gnd/116313633,,,Louis Claude Purser,http://www.isni.org/isni/0000000108798027,https://www.wikidata.org/wiki/Q6686912#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Louis_Claude_Purser,https://www.worldcat.org/identities/lccn-n87812510/,A5988,5988
91585,d970acfc-2d3f-4cce-830b-db3169cc87ca,"91585 : Weyman, Carl","Weyman, Carl",Carolus Weyman,Carl Weyman,,,,1862,1931,19th Century A.D. 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/n84160114,http://id.loc.gov/authorities/names/n84160114,n84160114,http://viaf.org/viaf/29957741,29957741,,,,,,,,,,/alli/node/91585,8/30/2018 20:04,,,"Weyman, Carl (1862-1931)",https://catalogue.bnf.fr/ark:/12148/cb10259511r,"Weyman, Carl",http://d-nb.info/gnd/117332771,,,Carl Weyman,http://www.isni.org/isni/0000000107791931,https://www.wikidata.org/wiki/Q1041026#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n84160114/,A5987,5987
91579,54d813bf-9bbb-4f4a-8587-748461e4bd0f,"91579 : Fabricius, Johann Albert, 1668-1736","Fabricius, Johann Albert, 1668-1736",Iohannes Albertus Fabricius,,,,,1668,1736,17th Century A.D. - 18th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n85801802,https://id.loc.gov/authorities/names/n85801802,n85801802,http://viaf.org/viaf/24623353,24623353,,,,,,,,,,/alli/node/91579,8/25/2018 22:04,,,Fabricius Johann Albert 1668-1736,http://catalogue.bnf.fr/ark:/12148/cb120649631,"Fabricius, Johann Albert 1668-1736",http://d-nb.info/gnd/100099459,,,"Fabricius, Johann Albert",http://isni.org/isni/0000000108794245,https://www.wikidata.org/entity/Q61894#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Johann_Albert_Fabricius,https://www.worldcat.org/identities/lccn-n85801802,A5982,5982
91580,766cb4ee-7ff7-43af-bf01-be790267eb9c,"91580 : Chifflet, Claude, 1541-1580","Chifflet, Claude, 1541-1580",Claudius Chifletius,,,,,1541,1580,16th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n00063724,https://id.loc.gov/authorities/names/n00063724,n00063724,http://viaf.org/viaf/20741956,20741956,,,,,,,,,,/alli/node/91580,8/25/2018 22:04,,,,,"Chifflet, Claude 1541-1580",http://d-nb.info/gnd/128672811,,,Claude Chifflet,http://isni.org/isni/0000000061197039,https://www.wikidata.org/entity/Q2977189#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n00063724,A5983,5983
91581,b81017d8-7293-43f5-8ac4-b9d475639e4b,"91581 : Valois, Adrien de, 1607-1692","Valois, Adrien de, 1607-1692",Hadrianus Valesius,,,,,1607,1692,17th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr2004007801,https://id.loc.gov/authorities/names/nr2004007801,nr2004007801,http://viaf.org/viaf/76423679,76423679,,,,,,,,,,/alli/node/91581,8/25/2018 22:04,,,Valois Adrien de 1607-1692,http://catalogue.bnf.fr/ark:/12148/cb12516741g,"Valois, Adrien de 1607-1692",http://d-nb.info/gnd/100569013,,,"Valois, Adrien de 1607-1692",http://isni.org/isni/0000000079781209,https://www.wikidata.org/entity/Q2825298#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr2004007801,A5984,5984
91582,7988eb0f-b821-458d-bc29-ae724c9e9ca1,"91582 : Valois, Henri de, 1603-1676","Valois, Henri de, 1603-1676",Henricus Valesius,,,,,1603,1676,17th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n83196983,https://id.loc.gov/authorities/names/n83196983,n83196983,http://viaf.org/viaf/56632745,56632745,,,,,,,,,,/alli/node/91582,8/25/2018 22:04,,,Valois Henri de 1603-1676,http://catalogue.bnf.fr/ark:/12148/cb120716432,"Valois, Henri de 1603-1676",http://d-nb.info/gnd/128969148,"Valois , Henri : de &lt;1603-1676&gt;",http://id.sbn.it/af/IT\ICCU\SBLV\315637,"Valesius, Henricus 1603-1676",http://isni.org/isni/0000000080774014,https://www.wikidata.org/entity/Q1216298#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Henri_Valois,https://www.worldcat.org/identities/lccn-n83196983,A5985,5985
91583,fd12425e-cb97-470d-a23e-352103de7b93,"91583 : Thorer, Alban, 1489-1550","Thorer, Alban, 1489-1550",Albanus Torinus,,,,,1489,1550,16th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n86860630,https://id.loc.gov/authorities/names/n86860630,n86860630,http://viaf.org/viaf/17335205,17335205,,,,,,,,,,/alli/node/91583,8/25/2018 22:04,,,Thorer Alban 1489-1550,http://catalogue.bnf.fr/ark:/12148/cb12544530d,"Thorer, Alban 1489-1550",http://d-nb.info/gnd/124500099,,,"Thorer, Alban 1489-1550",http://isni.org/isni/0000000122770282,https://www.wikidata.org/entity/Q119003#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n86860630,A5986,5986
91570,ce7f2abf-549f-43fd-a757-3bf3f717152c,"91570 : Schöll, Rudolf, 1844-1893","Schöll, Rudolf, 1844-1893",Rudolfus Schoell,,,,,1844,1893,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/no2010129517,https://id.loc.gov/authorities/names/no2010129517,no2010129517,http://viaf.org/viaf/71477182,71477182,,,,,,,,,,/alli/node/91570,8/25/2018 13:57,,,Schöll Rudolf,http://catalogue.bnf.fr/ark:/12148/cb12401487c,"Schöll, Rudolf 1844-1893",http://d-nb.info/gnd/116857498,,,"Schöll, Rudolf",http://isni.org/isni/0000000120963953,https://www.wikidata.org/entity/Q1520635#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Rudolf_Schöll,https://www.worldcat.org/identities/lccn-no2010129517,A5974,5974
91571,363aca56-5d55-4a22-bd5f-72e34cd46d79,"91571 : Hotman, François, 1524-1590","Hotman, François, 1524-1590",Franciscus Hotmannus,,,,,1524,1590,16th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n50029201,https://id.loc.gov/authorities/names/n50029201,n50029201,http://viaf.org/viaf/44300253,44300253,,,,,,,,,,/alli/node/91571,8/25/2018 13:57,"Hotman, François 1524-1590",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX5127584,Hotman François 1524-1590,http://catalogue.bnf.fr/ark:/12148/cb11907760b,"Hotman, François 1524-1590",http://d-nb.info/gnd/119281457,"Hotman , François",http://id.sbn.it/af/IT\ICCU\CFIV\080839,"Hotman, François 1524-1590 sieur de Villiers Saint Paul",http://isni.org/isni/0000000121302452,https://www.wikidata.org/entity/Q561737#sitelinks-wikipedia,https://en.wikipedia.org/wiki/François_Hotman,https://www.worldcat.org/identities/lccn-n50029201,A5975,5975
91572,e09b0adb-7c0b-49bf-9fd8-107070953baa,"91572 : Popma, Titus von, -1621","Popma, Titus von, -1621",Titus von Popma,,,,,,1621,17th Century A.D.,,,Neo-Latin,,,,,http://viaf.org/viaf/35274063,35274063,,,,,,,,,,/alli/node/91572,8/25/2018 13:57,,,,,"Popma, Titus von -1621",http://d-nb.info/gnd/119792451,,,"Popma, Titus 1550-1620",http://isni.org/isni/0000000061417943,https://www.wikidata.org/entity/Q21545828#sitelinks-wikipedia,,,A5976,5976
91573,23cf9142-0a55-478b-9ba0-ea3f2799e085,"91573 : Clark, Albert Curtis, 1859-1937","Clark, Albert Curtis, 1859-1937",Albert Curtis Clark,,,,,1859,1937,19th Century A.D. - 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n50038665,https://id.loc.gov/authorities/names/n50038665,n50038665,http://viaf.org/viaf/61630238,61630238,,,,,,,,,,/alli/node/91573,8/25/2018 13:57,,,Clark Albert Curtis 1859-1937,http://catalogue.bnf.fr/ark:/12148/cb12388124t,"Clark, Albert Curtis 1859-1937",http://d-nb.info/gnd/116525339,,,"Clark, Albertus Curtis 1859-1937",http://isni.org/isni/0000000109074290,https://www.wikidata.org/entity/Q2637776#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n50038665,A5977,5977
91574,9a134a2f-ed5a-42fa-b2bb-d971a32d537a,"91574 : Sommalius, Henricus, 1534-1619","Sommalius, Henricus, 1534-1619",Henricus Sommalius,,,,,1534,1619,16th Century A.D. - 17th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr94027115,https://id.loc.gov/authorities/names/nr94027115,nr94027115,http://viaf.org/viaf/54211734,54211734,,,,,,,,,,/alli/node/91574,8/25/2018 13:57,"Sommalius, Henricus 1534-1619",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1126202,Sommalius Henricus 1534-1619,http://catalogue.bnf.fr/ark:/12148/cb12294827v,"Sommalius, Henricus 1534-1619",http://d-nb.info/gnd/124631223,,,"Sommal, Henri de 1534-1619",http://isni.org/isni/0000000121335369,https://www.wikidata.org/entity/Q1606112#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr94027115,A5978,5978
91575,fc30a20d-2cdb-4025-84da-651f721cf1ee,"91575 : Fortlage, C. (Carl), 1806-1881","Fortlage, C. (Carl), 1806-1881",,,,,,1806,1881,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr2004006528,https://id.loc.gov/authorities/names/nr2004006528,nr2004006528,http://viaf.org/viaf/32790651,32790651,,,,,,,,,,/alli/node/91575,8/25/2018 13:57,,,,,"Fortlage, Carl 1806-1881",http://d-nb.info/gnd/118684256,,,"Fortlage, Carl 1806-1881",http://isni.org/isni/0000000108858050,https://www.wikidata.org/entity/Q97081#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Karl_Fortlage,https://www.worldcat.org/identities/lccn-nr2004006528,A5979,5979
91576,9fe85d6c-3a83-4b21-b023-9bcf866c2e8c,"91576 : Bright, William, 1824-1901","Bright, William, 1824-1901",,,,,,1824,1901,19th Century A.D. - 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n85252191,https://id.loc.gov/authorities/names/n85252191,n85252191,http://viaf.org/viaf/23086641,23086641,,,,,,,,,,/alli/node/91576,8/25/2018 13:57,,,,,"Bright, William 1824-1901",http://d-nb.info/gnd/124906893,,,"Bright, William",http://isni.org/isni/0000000082063814,https://www.wikidata.org/entity/Q8005927#sitelinks-wikipedia,https://en.wikipedia.org/wiki/William_Bright_(historian),https://www.worldcat.org/identities/lccn-n85252191,A5980,5980
91577,66f9c656-6267-4ebd-b35d-b68b2bc673f8,"91577 : Zycha, Joseph","Zycha, Joseph",Iosephus Zcyha,,,,,,,,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr96043795,https://id.loc.gov/authorities/names/nr96043795,nr96043795,http://viaf.org/viaf/28088129,28088129,,,,,,,,,,/alli/node/91577,8/25/2018 13:57,,,Zycha Joseph,http://catalogue.bnf.fr/ark:/12148/cb124319443,,,,,"Zycha, Joseph",http://isni.org/isni/0000000108827713,,,https://www.worldcat.org/identities/lccn-nr96043795,A5981,5981
91553,03c918c7-ce4d-455b-ad8d-3e1afbd728bf,"91553 : Marck, Henricus Hadrianus van der","Marck, Henricus Hadrianus van der",Henricus Hadrianus van der Marck,,,,,,,,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n2010003799,https://id.loc.gov/authorities/names/n2010003799,n2010003799,http://viaf.org/viaf/54532864,54532864,,,,,,,,,,/alli/node/91553,8/25/2018 13:57,,,,,"Marck, Henricus H. van der",http://d-nb.info/gnd/102217114,,,"Marck, Henricus Hadrianus van der ca1667-",http://isni.org/isni/0000000382815694,,,https://www.worldcat.org/identities/lccn-n2010003799,A5957,5957
91569,f52ec198-6a21-44cc-a682-f05207fa6399,"91569 : Kiessling, Adolf, 1837-1892","Kiessling, Adolf, 1837-1892",Adolfus Kiessling,,,,,1837,1892,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr88001775,https://id.loc.gov/authorities/names/nr88001775,nr88001775,http://viaf.org/viaf/146145857856623020099,1.46146E+020,,,,,,,,,,/alli/node/91569,8/25/2018 13:57,,,Kiessling Adolf 1837-1893,http://catalogue.bnf.fr/ark:/12148/cb12422738n,"Kießling, Adolf 1837-1893",http://d-nb.info/gnd/116170204,,,"Kießling, Adolf 1837-1893",http://isni.org/isni/0000000108915692,https://www.wikidata.org/entity/Q96593#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Adolf_Kiessling,https://www.worldcat.org/identities/lccn-nr88001775,A5973,5973
91568,43ba852a-7729-4626-9234-d852ce900ccc,"91568 : Giles, J. A. (John Allen), 1808-1884","Giles, J. A. (John Allen), 1808-1884",Johannes Allen Giles,,,,,1808,1884,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n50027753,https://id.loc.gov/authorities/names/n50027753,n50027753,http://viaf.org/viaf/22193007,22193007,,,,,,,,,,/alli/node/91568,8/25/2018 13:57,,,Giles John Allen 1808-1884,http://catalogue.bnf.fr/ark:/12148/cb12222883d,"Giles, John A. 1808-1884",http://d-nb.info/gnd/122836464,,,"Giles, J. A.",http://isni.org/isni/0000000117504203,https://www.wikidata.org/entity/Q6218766#sitelinks-wikipedia,https://en.wikipedia.org/wiki/John_Allen_Giles,https://www.worldcat.org/identities/lccn-n50027753,A5972,5972
91557,71f51984-bff8-4ae7-9db6-6dbb97cd6c04,"91557 : Gerberon, Gabriel, 1628-1711","Gerberon, Gabriel, 1628-1711",,,,,,1628,1711,17th Century A.D. - 18th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n86020918,https://id.loc.gov/authorities/names/n86020918,n86020918,http://viaf.org/viaf/100393705,100393705,,,,,,,,,,/alli/node/91557,8/25/2018 13:57,,,Gerberon Gabriel 1628-1711,http://catalogue.bnf.fr/ark:/12148/cb13777937r,"Gerberon, Gabriel 1628-1711",http://d-nb.info/gnd/123622778,,,"Gerberon, Gabriel",http://isni.org/isni/0000000121034208,https://www.wikidata.org/entity/Q3093756#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Gabriel_Gerberon,https://www.worldcat.org/identities/lccn-n86020918,A5961,5961
91556,6fed6f1f-9abc-4387-a633-049f10cd3ed4,"91556 : Laemmer, Hugo, 1835-1918","Laemmer, Hugo, 1835-1918",,,,,,1835,1918,19th Century A.D. - 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/no2001015162,https://id.loc.gov/authorities/names/no2001015162,no2001015162,http://viaf.org/viaf/49982187,49982187,,,,,,,,,,/alli/node/91556,8/25/2018 13:57,,,Laemmer Hugo 1835-1918,http://catalogue.bnf.fr/ark:/12148/cb10476893s,"Laemmer, Hugo 1835-1918",http://d-nb.info/gnd/116644044,,,"Lämmer, Hugo 1835-1918",http://isni.org/isni/0000000081290572,,,https://www.worldcat.org/identities/lccn-no2001015162,A5960,5960
91555,689c2291-964b-4eb1-93c6-b7a4ee1d4141,"91555 : Günther, Ottomar, 1836-1891","Günther, Ottomar, 1836-1891",Ottomarus Guentherus,,,,,1836,1891,19th Century A.D.,,,Neo-Latin,,,,,http://viaf.org/viaf/264441899,264441899,,,,,,,,,,/alli/node/91555,8/25/2018 13:57,,,,,"Günther, Ottomar 1836-1891",http://d-nb.info/gnd/1023167573,,,,,,,,A5959,5959
91554,3e02567c-5de2-4ae8-92ee-8719f65df8e9,"91554 : Tzschucke, Karl Heinrich, 1746-1813","Tzschucke, Karl Heinrich, 1746-1813",Carolus Henricus Tzschuckius,,,,,1746,1813,18th Century A.D. - 19th Century A.D.,,,Neo-Latin,,,,,http://viaf.org/viaf/790114,790114,,,,,,,,,,/alli/node/91554,8/25/2018 13:57,,,,,"Tzschucke, Karl Heinrich 1746-1813",http://d-nb.info/gnd/117440310,,,"Tzschucke, Carl Heinrich 1746-1813",http://isni.org/isni/0000000055328047,https://www.wikidata.org/entity/Q47690837#sitelinks-wikipedia,,,A5958,5958
91552,59c97b1d-2d21-46d2-96e8-5f3ce9e6e78a,"91552 : Lindenbrog, Friedrich, 1573-1648","Lindenbrog, Friedrich, 1573-1648",Fridericus Lindenbrogius,,,,,1573,1648,16th Century A.D. - 17th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n92068685,https://id.loc.gov/authorities/names/n92068685,n92068685,http://viaf.org/viaf/24722868,24722868,,,,,,,,,,/alli/node/91552,8/25/2018 13:57,,,Lindenbrog Friedrich 1573-1648,http://catalogue.bnf.fr/ark:/12148/cb12621239q,"Lindenbrog, Friedrich 1573-1648",http://d-nb.info/gnd/11901484X,,,"Lindenbrog, Friedrich 1573-1648",http://isni.org/isni/000000010879988X,https://www.wikidata.org/entity/Q20980257#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n92068685,A5956,5956
91551,caa22052-73f5-41d5-8686-c7943bbb8490,"91551 : Gardthausen, V. (Victor), 1843-1928","Gardthausen, V. (Victor), 1843-1928",,,,,,1843,1928,19th Century A.D. - 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr98032792,https://id.loc.gov/authorities/names/nr98032792,nr98032792,http://viaf.org/viaf/61678405,61678405,,,,,,,,,,/alli/node/91551,8/25/2018 13:57,,,Gardthausen Viktor 1843-1925,http://catalogue.bnf.fr/ark:/12148/cb12949612n,"Gardthausen, Victor 1843-1925",http://d-nb.info/gnd/116439297,,,"Gardthausen, V. 1843-1925",http://isni.org/isni/0000000114924210,https://www.wikidata.org/entity/Q95212#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Victor_Gardthausen,https://www.worldcat.org/identities/lccn-nr98032792,A5955,5955
91550,dba264c1-adaf-4e34-95f1-04d8b1b99cdb,"91550 : Ernesti, August Wilhelm, 1733-1801","Ernesti, August Wilhelm, 1733-1801",Augustus Guillielmus Ernesti,,,,,1733,1801,18th Century A.D. - 19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/nr97033068,https://id.loc.gov/authorities/names/nr97033068,nr97033068,http://viaf.org/viaf/19925759,19925759,,,,,,,,,,/alli/node/91550,8/25/2018 13:57,,,Ernesti August Wilhelm 1733-1801,http://catalogue.bnf.fr/ark:/12148/cb14578320d,"Ernesti, August Wilhelm 1733-1801",http://d-nb.info/gnd/100123953,,,"Ernesti, August Wilhelm",http://isni.org/isni/0000000079858958,https://www.wikidata.org/entity/Q764599#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr97033068,A5954,5954
91549,bc6d0fd6-b0d1-4ffb-87b7-a23d942e858d,"91549 : Schenkl, Karl, 1827-1900","Schenkl, Karl, 1827-1900",Carolus Schenkl,,,,,1827,1900,19th Century A.D. - 20th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n81111918,https://id.loc.gov/authorities/names/n81111918,n81111918,http://viaf.org/viaf/12523146,12523146,,,,,,,,,,/alli/node/91549,8/25/2018 13:57,,,Schenkl Karl 1827-1900,http://catalogue.bnf.fr/ark:/12148/cb144280958,"Schenkl, Karl 1827-1900",http://d-nb.info/gnd/117229938,,,Karl Schenkl,http://isni.org/isni/0000000110213104,https://www.wikidata.org/entity/Q90090#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Karl_Schenkl,https://www.worldcat.org/identities/lccn-n81111918,A5953,5953
91558,3e0b3b3d-f5df-4e7f-836a-9ae949c9c33c,"91558 : Fritzsche, Otto Fridolin, 1812-1896","Fritzsche, Otto Fridolin, 1812-1896",Otto Fridolinus Fritzsche,,,,,1812,1896,19th Century A.D.,,,Neo-Latin,,,,,http://viaf.org/viaf/47523420,47523420,,,,,,,,,,/alli/node/91558,8/25/2018 13:57,,,,,"Fritzsche, Otto Fridolin 1812-1896",http://d-nb.info/gnd/116826851,,,"Fritzsche, Otto Fridolin 1812-1896",http://isni.org/isni/0000000066289485,https://www.wikidata.org/entity/Q111154#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Otto_Fridolinus_Fritzsche,,A5962,5962
91559,3db38223-153c-4896-8fa9-123fb59a6e8c,"91559 : Hummelberger, Gabriel, approximately 1490-1544","Hummelberger, Gabriel, approximately 1490-1544",Gabriel Hummelbergerius,,,,,1490?,1544,16th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n85822278,https://id.loc.gov/authorities/names/n85822278,n85822278,http://viaf.org/viaf/47706765,47706765,,,,,,,,,,/alli/node/91559,8/25/2018 13:57,,,,,"Hummelberger, Gabriel 1490-1544",http://d-nb.info/gnd/124900089,,,"Hummelberger, Gabriel 1490-1544",http://isni.org/isni/0000000061531762,https://www.wikidata.org/entity/Q16638328#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n85822278,A5963,5963
91567,5a8d9369-22d1-4a76-9c2c-99f12884e0e2,"91567 : Reifferscheid, August, 1835-1887","Reifferscheid, August, 1835-1887",Augustus Reifferscheidius,,,,,1835,1887,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/no96043486,https://id.loc.gov/authorities/names/no96043486,no96043486,http://viaf.org/viaf/66457783,66457783,,,,,,,,,,/alli/node/91567,8/25/2018 13:57,,,Reifferscheid August 1835-1887,http://catalogue.bnf.fr/ark:/12148/cb10555785d,"Reifferscheid, August 1835-1887",http://d-nb.info/gnd/116404310,,,August Reifferscheid deutscher Klassischer Philologe,http://isni.org/isni/0000000110284623,https://www.wikidata.org/entity/Q112355#sitelinks-wikipedia,https://en.wikipedia.org/wiki/August_Reifferscheid,https://www.worldcat.org/identities/lccn-no96043486,A5971,5971
91566,7af3bbf7-88de-44cd-9de8-ddd42ccc6a3e,"91566 : Hildebrand, Gustav Friedrich, 1812-1869","Hildebrand, Gustav Friedrich, 1812-1869",Gustavus Fredericus‏ Hildebrand,,,,,1812,1869,19th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/no2001077799,https://id.loc.gov/authorities/names/no2001077799,no2001077799,http://viaf.org/viaf/30297043,30297043,,,,,,,,,,/alli/node/91566,8/25/2018 13:57,,,,,"Hildebrand, Gustav Friedrich 1812-1869",http://d-nb.info/gnd/116802596,,,"Hildebrand, Gustav Friedrich",http://isni.org/isni/0000000061467465,https://www.wikidata.org/entity/Q21545403#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no2001077799,A5970,5970
91565,b4ae73da-7465-4ced-9f62-36547fba80be,"91565 : Price, John, 1600-1676","Price, John, 1600-1676",Johannes Pricaeus,,,,,1600,1676,17th Century A.D.,,,Neo-Latin,,https://lccn.loc.gov/c.gov/authorities/names/n84177011,https://id.loc.gov/authorities/names/n84177011,n84177011,http://viaf.org/viaf/25672399,25672399,,,,,,,,,,/alli/node/91565,8/25/2018 13:57,,,,,"Price, John 1600-1676",http://d-nb.info/gnd/129064408,,,"Price, John 1600-1676?",http://isni.org/isni/0000000080154325,https://www.wikidata.org/entity/Q6253395#sitelinks-wikipedia,https://en.wikipedia.org/wiki/John_Price_(classical_scholar),https://www.worldcat.org/identities/lccn-n84177011,A5969,5969
