Nid,Node UUID,Title,Authorized Name,Author Name Latin,Author Name English,Author Name Native Language,Also known as,Other Alternative Name Form(s),Author Birth Date,Author Death Date,Floruit/Active,Modern Geographic Identity,Ancient Geographic Identity,Time Period,Source,LoC Source,LofC URI,LoC ID,VIAF Source,VIAF ID,PHI Author Name,PHI Number,PHI or Stoa Number,DigilibLT Number,Perseus Name,Stoa Number,Perseus URN,CTS URN,Author Name Abbreviations,Path,Post date,BNE Name,BNE URL,BNF Name,BNF URL,DNB Name,DNB URL,ICCU Name,ICCU URL,ISNI Name,ISNI URL,Wikidata URL,Wikipedia,WorldCat Identity,DLL Identifier,DLL Number
71299,fb2bfb5a-6459-45b2-98f8-020ffb257539,"71299 : Arnulf I, Count of Flanders, approximately 900-965","Arnulf I, Count of Flanders, approximately 900-965",Arnulfus Flandriae,,,,,Approximately 900 A.D.,965 A.D.,10th Century A.D.,,Flanders,Medieval,,http://lccn.loc.gov/no92024056,https://id.loc.gov/authorities/names/no92024056,no92024056,http://viaf.org/viaf/290368140,290368140,,,,,,,,,,/alli/author/1855,7/13/2017 21:25,,,,,,,,,Arnulf approximately 900-965 Count of Flanders I,http://isni.org/isni/0000000439782281,,,https://www.worldcat.org/identities/lccn-no92024056,A4039,4039
71298,0d479ebd-7931-491a-b42b-6831c6797e2f,"71298 : Arnoldus, of Liège","Arnoldus, of Liège",Arnoldus Leodiensis,"Arnoldus, of Liège","Arnulf, of Liège",,,,,14th Century A.D.,"Liège, Belgium",,Neo-Latin,,http://lccn.loc.gov/nb2005011651,https://id.loc.gov/authorities/names/nb2005011651,nb2005011651.html,http://viaf.org/viaf/48745990,48745990,,,,,,,,,,/alli/author/1854,7/13/2017 21:10,,,,,,,,,Arnoldus active 14th century of Liège,http://isni.org/isni/0000000051630097,,,,A4029,4029
71297,7eccc829-2ac0-4c9a-a143-6bb8127f67fe,"71297 : Gheyloven, Arnold, -1442","Gheyloven, Arnold, -1442",,Arnoldus Gheyloven,Arnoldus Gheyloven,,,,1442 A.D.,15th Century A.D.,,,Medieval,http://catalogue.bnf.fr/ark:/12148/cb15540264b,http://lccn.loc.gov/no2008111781,https://id.loc.gov/authorities/names/no2008111781,no2008111781.html,http://viaf.org/viaf/47075669,47075669,,,,,,,,,,/alli/author/1853,7/13/2017 21:04,,,Gheyloven Arnold 1375?-1442,http://catalogue.bnf.fr/ark:/12148/cb15540264b,Arnoldus Geilhoven -1442,http://d-nb.info/gnd/102466424,,,"Gheyloven, Arnold ca 1375-1442",http://isni.org/isni/0000000114433104,https://www.wikidata.org/entity/Q42349989#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no2008111781,A4002,4002
71296,a9372100-9776-45aa-93b8-ab29e560e4af,"71296 : Arnaldus, Abbot of Bonneval","Arnaldus, Abbot of Bonneval","Arnaldus, Bonoevallensis","Arnaldus, Abbot of Bonneval","Arnaldus, Bonoevallensis",,,,Approximately 1156 A.D.,12th Century A.D.,,,Neo-Latin,https://www.idref.fr/035378611,http://lccn.loc.gov/n80056921,https://id.loc.gov/authorities/names/n80056921,n80056921.html,http://viaf.org/viaf/55444954,55444954,,,,,,,,,,/alli/author/1852,7/13/2017 20:57,,,,,,,,,Arnoldus ca1100-1156 Bonaevallis,http://isni.org/isni/0000000021550774,,,https://www.worldcat.org/identities/lccn-n80056921,A4021,4021
71295,5c91242b-5da3-40db-b652-c80103130be4,"71295 : Ernulf, Bishop of Rochester, 1040-1124","Ernulf, Bishop of Rochester, 1040-1124",Arnulfus Roffensis,Ernulf of Rochester,,,,1040 A.D.,1124 A.D. ,12th Century A.D.,,,Medieval,http://catalogue.bnf.fr/ark:/12148/cb17065986m,http://lccn.loc.gov/nr89007072,https://id.loc.gov/authorities/names/nr89007072,nr89007072,http://viaf.org/viaf/42196703,42196703,,,,,,,,,,/alli/author/1851,7/13/2017 18:22,,,Ernulf de Rochester 1040?-1124,http://catalogue.bnf.fr/ark:/12148/cb17065986m,Arnulfus Roffensis 1040-1124,http://d-nb.info/gnd/100936946,,,Arnulfus 1040-1124 Roffensis,http://isni.org/isni/0000000046517110,https://www.wikidata.org/entity/Q1361078#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Ernulf,https://www.worldcat.org/identities/lccn-nr89007072,A4012,4012
71294,8e8e0017-80db-438b-a65e-3e8b26937985,"71294 : Elias, of Thriplow, active 13th century","Elias, of Thriplow, active 13th century",Helias Triploanensis,Elias of Thriplow,,,,,,13th Century A.D.,"Thriplow, England",Kingdom of England,Medieval,http://thesaurus.cerl.org/record/cnp01399498,http://lccn.loc.gov/n93089173,https://id.loc.gov/authorities/names/n93089173,n93089173,http://viaf.org/viaf/89495768,89495768,,,,,,,,,,/alli/author/1850,7/13/2017 18:10,,,HeliasTripolanensis 12..-12..?,http://catalogue.bnf.fr/ark:/12148/cb15901029c,,,,,HeliasTripolanensis 12..-12..?,http://isni.org/isni/0000000061752127,,,https://www.worldcat.org/identities/lccn-n93089173,A4043,4043
71293,05293e7b-86fe-4c11-bd9d-1eeddfb10508,"71293 : Elias, of Dereham, -1245","Elias, of Dereham, -1245",,Elias of Dereham,,,,,1245 A.D. ,13th Century A.D.,,Kingdom of England,Medieval,http://www.oxforddnb.com.ezproxy.lib.ou.edu/view/article/37391,https://lccn.loc.gov/no99032182,http://id.loc.gov/authorities/names/no99032182,no99032182,http://viaf.org/viaf/56245319,56245319,,,,,,,,,,/alli/author/1849,7/13/2017 18:00,,,,,,,,,,,,,,A4032,4032
71292,1d777c6c-43b3-4440-880a-4dd5b6717619,"71292 : Upton, Edward","Upton, Edward",,Edward Upton,,,,,approximately 1419 A.D.,14th Century A.D. - 15th Century A.D.,"Oxford, England",Kingdom of England,Medieval,http://www.oxforddnb.com.ezproxy.lib.ou.edu/view/article/52686,http://lccn.loc.gov/n88626525,https://id.loc.gov/authorities/names/n88626525,n88626525,http://viaf.org/viaf/58194167,58194167,,,,,,,,,,/alli/author/1848,7/13/2017 17:37,,,,,,,,,,,,,https://www.worldcat.org/identities/lccn-n88626525,A4065,4065
71291,f76e0ef1-c9de-4efb-a173-07903117dae9,"71291 : Soppeth, Edward","Soppeth, Edward",,,,,,,approximately 1522 A.D. ,16th Century A.D.,,Kingdom of England,Medieval,http://thesaurus.cerl.org/record/cnp01138674,http://lccn.loc.gov/nr93009626,https://id.loc.gov/authorities/names/nr93009626,nr93009626,http://viaf.org/viaf/71261183,71261183,,,,,,,,,,/alli/author/1847,7/13/2017 17:13,,,,,,,,,"Soppeth, Edward",http://isni.org/isni/0000000373354654,,,https://www.worldcat.org/identities/lccn-nr93009626,A4055,4055
71290,44cc4598-3ca2-42f2-94e5-4dd082a0bfe7,"71290 : Castiglione, Baldassarre, conte, 1478-1529","Castiglione, Baldassarre, conte, 1478-1529",,,Baldassare Castiglione,,,1478 A.D.,1529 A.D.,15th Century A.D. - 16th Century A.D.,,,Neo-Latin,,http://lccn.loc.gov/n50052782,https://id.loc.gov/authorities/names/n50052782,n50052782,http://viaf.org/viaf/39446776,39446776,,,,,"Castiglione, Baldassarre,  conte, 1478-1529",stoa0077b,,urn:cts:latinLit:stoa0077b:,,/alli/author/1846,7/13/2017 17:09,"Castiglione, Baldassarre, conte 1478-1529",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1721405,Castiglione Baldassare 1478-1529,http://catalogue.bnf.fr/ark:/12148/cb123195492,"Castiglione, Baldassare 1478-1529",http://d-nb.info/gnd/118519573,"Castiglione , Baldassarre",http://id.sbn.it/af/IT\ICCU\CFIV\027349,"Castiglione, Baldassarre 1478-1529 grāfs",http://isni.org/isni/0000000121007795,https://www.wikidata.org/entity/Q211133#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Baldassare_Castiglione,https://www.worldcat.org/identities/lccn-n50052782,A5614,5614
71289,cc6cf3d8-7fe2-4f49-9b9d-7254700b516f,"71289 : Powell, Edward, 1478?-1540","Powell, Edward, 1478?-1540",,Edward Powell,,,,approximately 1478 A.D.,1540 A.D. ,16th Century A.D.,,,Classical,http://www.oxforddnb.com.ezproxy.lib.ou.edu/view/article/22644,http://lccn.loc.gov/nr93008325,https://id.loc.gov/authorities/names/nr93008325,nr93008325,http://viaf.org/viaf/24949972,24949972,,,,,,,,,,/alli/author/1845,7/13/2017 17:06,,,,,"Powell, Edward",http://d-nb.info/gnd/100585485,,,"Powell, Edward 1478?-1540",http://isni.org/isni/0000000048544796,https://www.wikidata.org/entity/Q5344893#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Edward_Powell,https://www.worldcat.org/identities/lccn-nr93008325,A4072,4072
71288,cecac294-4750-46f9-ac47-97c3801d82fe,"71288 : Castiglionchio, Lapo da, -1381","Castiglionchio, Lapo da, -1381",,,Lapo da Castiglionchio,,,,1381 A.D.,14th Century A.D.,"Rome, Italy",,Medieval,,http://lccn.loc.gov/n94030947,https://id.loc.gov/authorities/names/n94030947,n94030947,http://viaf.org/viaf/97724025,97724025,,,,,,,,,,/alli/author/1844,7/13/2017 17:04,,,Castiglionchio Lapo da 13..-1381,http://catalogue.bnf.fr/ark:/12148/cb13488314c,Lapus de Castellione -1381,http://d-nb.info/gnd/100951546,Lapo : da Castiglionchio &lt;1300-1381&gt;,http://id.sbn.it/af/IT\ICCU\RMLV\023228,Lapo 1300-1381 da Castiglionchio,http://isni.org/isni/0000000120966919,https://www.wikidata.org/entity/Q1237303#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Lapo_da_Castiglionchio,https://www.worldcat.org/identities/lccn-n94030947,A4067,4067
71287,7902fa83-3429-4a4f-8c9f-74d33bb9cfa2,"71287 : Casteele, Peeter vande, 1585-1632","Casteele, Peeter vande, 1585-1632",Petrus Castellanus,,Peeter vande Casteele,,,1585 A.D.,1632 A.D.,17th Century A.D.,,,Neo-Latin,https://www.abdn.ac.uk/library/provenance/owners/181/,http://lccn.loc.gov/n84077622,https://id.loc.gov/authorities/names/n84077622,n84077622,http://viaf.org/viaf/58014611,58014611,,,,,,,,,,/alli/author/1843,7/13/2017 17:00,,,Van de Casteele Pierre 158.-1632,http://catalogue.bnf.fr/ark:/12148/cb107369912,"Castellanus, Petrus 1585-1632",http://d-nb.info/gnd/172967503,,,"Casteele, Peeter vande",http://isni.org/isni/000000012364005X,https://www.wikidata.org/entity/Q21545335#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n84077622,A4085,4085
71286,b9070db4-53ad-4fb4-a042-423ff79c72b7,"71286 : Casaubon, Isaac, 1559-1614","Casaubon, Isaac, 1559-1614", Isaacus Casaubonus,Isaac Casaubon,,,,1559 A.D.,1614 A.D.,16th Century A.D. - 17th Century A.D.,,,Neo-Latin,,http://lccn.loc.gov/n82048649,https://id.loc.gov/authorities/names/n82048649,n82048649,http://viaf.org/viaf/56620173,56620173,,,,,,,,,,/alli/author/1842,7/13/2017 16:53,,,Casaubon Isaac 1559-1614,http://catalogue.bnf.fr/ark:/12148/cb12007816q,"Casaubon, Isaac 1559-1614",http://d-nb.info/gnd/116467541,,,"Casaubon, Isaac 1559-1614",http://isni.org/isni/0000000121340643,https://www.wikidata.org/entity/Q436002#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Isaac_Casaubon,https://www.worldcat.org/identities/lccn-n82048649,A4057,4057
71285,faf27544-b3c4-4efb-98ea-52e3e798e1bb,"71285 : Lee, Edward, 1482?-1544","Lee, Edward, 1482?-1544",,Edward Lee Archbishop of York,,,,approximately 1482 A.D,1544 A.D. ,16th Century A.D.,"York, England",Kingdom of England,Neo-Latin,http://www.oxforddnb.com.ezproxy.lib.ou.edu/view/article/16278,http://lccn.loc.gov/n93028841,https://id.loc.gov/authorities/names/n93028841,n93028841,http://viaf.org/viaf/40182081,40182081,,,,,,,,,,/alli/author/1841,7/13/2017 16:52,,,Lee Edward 1482 ? - 1544,http://catalogue.bnf.fr/ark:/12148/cb12261573v,"Lee, Edward 1482-1544",http://d-nb.info/gnd/119154811,,,"Lee, Edward",http://isni.org/isni/0000000108143813,https://www.wikidata.org/entity/Q1788686#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Edward_Lee_(bishop),https://www.worldcat.org/identities/lccn-n93028841,A5615,5615
71284,3279ca88-1d49-4a2b-827b-c6abc384f734,"71284 : Carmeliano, Pietro, 1451-1527","Carmeliano, Pietro, 1451-1527",Petrus Carmelianus,Peter Carmelian,Pietro Carmeliano,,,1451 A.D.,1527 A.D.,15th Century A.D. - 16th Century A.D.,,,Neo-Latin,http://www.enciclopediabresciana.it/enciclopedia/index.php?title=CARMELIANO_Piet...,http://lccn.loc.gov/nr93014111,https://id.loc.gov/authorities/names/nr93014111,nr93014111,http://viaf.org/viaf/39247607,39247607,,,,,,,,,,/alli/author/1840,7/13/2017 16:49,,,,,,,,,"Carmeliano, Pietro 1451-1527",http://isni.org/isni/0000000061525995,https://www.wikidata.org/entity/Q18530665#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr93014111,A5612,5612
71283,a02ee8ad-10da-4977-954a-0717cab70a72,"71283 : Cardulo, Fulvio 1526-1591","Cardulo, Fulvio 1526-1591",Fulvius Cardulus,,Fulvio Cardulo,,,1526 A.D.,1591 A.D.,16th Century A.D.,,,Neo-Latin,https://thesaurus.cerl.org/record/cnp01232556,,,,http://viaf.org/viaf/7725409,7725409,,,,,,,,,,/alli/author/1839,7/13/2017 16:44,"Cardulo, Fulvio 1526-1591",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX5568112,,,"Cardulo, Fulvio 1526-1591",http://d-nb.info/gnd/1030053715,,,"Cardulo, Fulvius 1526-1591 S.J.",http://isni.org/isni/0000000108677268,,,,A4068,4068
71282,afade026-2b4f-4ba0-a478-81ad9257743e,"71282 : Canonieri, Pietro Andrea, -1639","Canonieri, Pietro Andrea, -1639", Petrus Andreas Canonherius,,Pietro Andrea Canoniero,,,,1639 A.D.,17th Century A.D.,,,Neo-Latin,http://www.treccani.it/enciclopedia/pietro-andrea-canonieri_(Dizionario-Biografi...,http://lccn.loc.gov/n89672333,https://id.loc.gov/authorities/names/n89672333,n89672333,http://viaf.org/viaf/35546317,35546317,,,,,,,,,,/alli/author/1838,7/13/2017 16:40,,,,,"Canoniero, Pietro Andrea 15XX-1639",http://d-nb.info/gnd/12985011X,"Canoniero , Pietro Andrea",http://id.sbn.it/af/IT\ICCU\TO0V\260914,"Canoniero, Pietro Andrea m. 1639",http://isni.org/isni/0000000028745689,,,https://www.worldcat.org/identities/lccn-n89672333,A4066,4066
71281,c9f9198a-d940-412b-aa92-24de444a95cb,"71281 : Camden, William, 1551-1623","Camden, William, 1551-1623",Guilielmus Camdenus,William Camden,,,,1551 A.D.,1623 A.D.,16th Century A.D. - 17th Century A.D.,,,Neo-Latin,,http://lccn.loc.gov/n50031528,https://id.loc.gov/authorities/names/n50031528,n50031528,http://viaf.org/viaf/64132346,64132346,,,,,,,,,,/alli/author/1837,7/13/2017 16:32,"Camden, William 1551-1623",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX873804,Camden William 1551-1623,http://catalogue.bnf.fr/ark:/12148/cb128187644,"Camden, William 1551-1623",http://d-nb.info/gnd/119245868,,,"Camden, William 1551-1623",http://isni.org/isni/0000000109092667,https://www.wikidata.org/entity/Q364239#sitelinks-wikipedia,https://en.wikipedia.org/wiki/William_Camden,https://www.worldcat.org/identities/lccn-n50031528,A4061,4061
71280,02582f32-cee7-4646-ab98-0e1f471c8b2c,"71280 : Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio, 1435-1511",Ambrosius Calepinus,,Ambrogio Calepino,,,1435 A.D.,1511 A.D.,15th Century A.D. - 16th Century A.D.,"Bergamo, Italy",,Medieval,,http://lccn.loc.gov/n83016886,https://id.loc.gov/authorities/names/n83016886,n83016886,http://viaf.org/viaf/191408725,191408725,,,,,,,,,,/alli/author/1836,7/13/2017 16:29,"Calepino, Ambrogio ca. 1435-1511",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX830558,Calepino Ambrogio 1440?-1511,http://catalogue.bnf.fr/ark:/12148/cb11995955p,"Calepino, Ambrogio 1435-1511",http://d-nb.info/gnd/118666622,"Calepino , Ambrogio &lt;1435-1510&gt;",http://id.sbn.it/af/IT\ICCU\SBLV\225149,"Calepino, Ambrogio 1440?-1511",http://isni.org/isni/0000000121302882,https://www.wikidata.org/entity/Q458742#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Ambrogio_Calepino,https://www.worldcat.org/identities/lccn-n83016886,A4051,4051
71279,486c2143-6ff5-40f9-8ba2-8d0b04e97688,"71279 : Burmeister, Joannes, 1576-1638","Burmeister, Joannes, 1576-1638",Ioannes‏ Burmeisterus,,Johann Burmeister,,,1576 A.D.,1638 A.D.,17th Century A.D.,,,Neo-Latin,,http://lccn.loc.gov/nb2015018213,https://id.loc.gov/authorities/names/nb2015018213,nb2015018213,http://viaf.org/viaf/40205000,40205000,,,,,,,,,,/alli/author/1835,7/13/2017 16:10,,,,,"Burmeister, Johann 1576-1638",http://d-nb.info/gnd/120255316,,,"Burmeister, Joannes 1576-1638",http://isni.org/isni/0000000453044007,https://www.wikidata.org/entity/Q20735499#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Joannes_Burmeister,https://www.worldcat.org/identities/lccn-nb2015018213,A5613,5613
71278,537cb716-8057-41a5-8791-bf28bbac1957,"71278 : Fox, Edward, 1496?-1538","Fox, Edward, 1496?-1538",,Edward Fox,,,,approximately 1496 A.D.,1538 A.D.,16th Century A.D.,,Kingdom of England,Neo-Latin,http://www.oxforddnb.com.ezproxy.lib.ou.edu/view/article/10027?docPos=1,http://lccn.loc.gov/nr93004239,https://id.loc.gov/authorities/names/nr93004239,nr93004239,http://viaf.org/viaf/39701299,39701299,,,,,,,,,,/alli/author/1834,7/13/2017 5:48,,,Fox Edward 1496?-1538,http://catalogue.bnf.fr/ark:/12148/cb15609028f,"Fox, Edward 1496-1538",http://d-nb.info/gnd/130929786,,,Edward Foxe,http://isni.org/isni/0000000049030236,https://www.wikidata.org/entity/Q1788760#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Edward_Foxe,https://www.worldcat.org/identities/lccn-nr93004239,A4069,4069
71277,881d4920-8fab-4ded-a053-0387517c239d,"71277 : Edward, King of England, approximately 1003-1066","Edward, King of England, approximately 1003-1066",Aedwardus,,Edward the Confessor,,,approximately 1003 A.D.,1066 A.D.,11th Century A.D.,,,Medieval,http://oxfordindex.oup.com/view/10.1093/oi/authority.20110803095743230?rskey=XuD...,http://lccn.loc.gov/n80040161,https://id.loc.gov/authorities/names/n80040161,n80040161,http://viaf.org/viaf/52982935,52982935,,,,,,,,,,/alli/author/1833,7/13/2017 5:15,,,,,,,,,"Edward approximately 1003-1066 King of England,",http://isni.org/isni/000000045878942X,,,https://www.worldcat.org/identities/lccn-n80040161,A5609,5609
71276,c7523766-c3f5-4294-91f4-f0b9fe1c8338,"71276 : Lacy, Edmund, approximately 1370-1455","Lacy, Edmund, approximately 1370-1455",,,,,,approximately 1370 A.D.,1455 A.D.,14th Century A.D. - 15th Century A.D.,,Kingdom of England,Medieval,http://www.oxforddnb.com.ezproxy.lib.ou.edu/view/article/15846?docPos=1,http://lccn.loc.gov/n85255610,https://id.loc.gov/authorities/names/n85255610,n85255610,http://viaf.org/viaf/5288827,5288827,,,,,,,,,,/alli/author/1832,7/13/2017 4:47,,,Lacy Edmund évêque d Hereford puis d Exeter,http://catalogue.bnf.fr/ark:/12148/cb10725992z,"Lacy, Edmund",http://d-nb.info/gnd/101172109,,,"Lacy, Edmund -1455",http://isni.org/isni/0000000115887394,,,https://www.worldcat.org/identities/lccn-n85255610,A4060,4060
71275,21897f51-22ee-4407-b493-5be18e980693,"71275 : Bugnot, Gabriel, -1673","Bugnot, Gabriel, -1673",Ludovicus Gabriel Bugnotius,Gabriel Bugnot,,,,,1673 A.D.,17th Century A.D.,,,Neo-Latin,http://www.britishmuseum.org/research/search_the_collection_database/term_detail...,http://lccn.loc.gov/n89147136,https://id.loc.gov/authorities/names/n89147136,n89147136,http://viaf.org/viaf/75444401,75444401,,,,,,,,,,/alli/author/1831,7/13/2017 3:32,,,,,"Bugnot, Louis Gabriel -1673",http://d-nb.info/gnd/1028098553,,,"Bugnotius, Ludovicus Gabriel",http://isni.org/isni/0000000079047338,,,https://www.worldcat.org/identities/lccn-n89147136,A4050,4050
71274,dbc58e65-6514-4ace-a727-46126d90ffcd,"71274 : Bruno, Giordano, 1548-1600","Bruno, Giordano, 1548-1600",Iordanus Brunus Nolanus,,Giordano Bruno,,,1548 A.D.,1600 A.D.,16th Century A.D.,,,Neo-Latin,,http://lccn.loc.gov/n79090025,https://id.loc.gov/authorities/names/n79090025,n79090025,http://viaf.org/viaf/68926311,68926311,,,,,,,,,,/alli/author/1830,7/13/2017 3:24,"Bruno, Giordano 1548-1600",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1154866,Bruno Giordano 1548-1600,http://catalogue.bnf.fr/ark:/12148/cb11894377x,"Bruno, Giordano 1548-1600",http://d-nb.info/gnd/118516221,"Bruno , Giordano &lt;1548-1600&gt;",http://id.sbn.it/af/IT\ICCU\CFIV\011211,"Bruno, Giordano",http://isni.org/isni/0000000122812585,https://www.wikidata.org/entity/Q36330#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Giordano_Bruno,https://www.worldcat.org/identities/lccn-n79090025,A4076,4076
71273,e17f3d2b-be8f-41d2-ac6a-1525ad594024,"71273 : Brinsley, John, active 1581-1624","Brinsley, John, active 1581-1624",Johannes Brinslaeus,John Brinsley the Elder,,,,,,16th Century A.D. - 17th Century A.D.,England,,Neo-Latin,,http://lccn.loc.gov/n82148074,https://id.loc.gov/authorities/names/n82148074,n82148074,http://viaf.org/viaf/66812416,66812416,,,,,,,,,,/alli/author/1829,7/13/2017 3:19,,,,,"Brinsley, John",http://d-nb.info/gnd/143713302,,,"Brinsley, John active 1581-1624",http://isni.org/isni/0000000115732958,https://www.wikidata.org/entity/Q6223214#sitelinks-wikipedia,https://en.wikipedia.org/wiki/John_Brinsley_the_Elder,https://www.worldcat.org/identities/lccn-n82148074,A4096,4096
71272,4a18b7c1-f423-4861-ad3c-e17e2524b1db,"71272 : Bridges, John, -1618","Bridges, John, -1618",,John Bridges,,,,,1618 A.D.,16th Century A.D. - 17th Century A.D.,England,,Neo-Latin,,http://lccn.loc.gov/n83230281,https://id.loc.gov/authorities/names/n83230281,n83230281,http://viaf.org/viaf/200020694,200020694,,,,,,,,,,/alli/author/1828,7/13/2017 3:15,,,,,"Bridges, John -1618",http://d-nb.info/gnd/1089783507,,,"Bridges, John 1535-1618?",http://isni.org/isni/0000000081148541,https://www.wikidata.org/entity/Q6223164#sitelinks-wikipedia,https://en.wikipedia.org/wiki/John_Bridges_(bishop),https://www.worldcat.org/identities/lccn-n83230281,A4090,4090
71271,ed626f80-f7b2-4fce-a906-65ea1a5e7db0,"71271 : Brant, Sebastian, 1458-1521","Brant, Sebastian, 1458-1521",Sebastianus Brant,Sebastian Brant,,,,1458 A.D.,1521 A.D.,15th Century A.D. - 16th Century A.D.,"Strasbourg, France",,Neo-Latin,,http://lccn.loc.gov/n50043226,https://id.loc.gov/authorities/names/n50043226,n50043226,http://viaf.org/viaf/29530930,29530930,,,,,,,,,,/alli/author/1827,7/13/2017 3:08,"Brant, Sebastian 1457-1521",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX865048,Brant Sebastian 1457-1521,http://catalogue.bnf.fr/ark:/12148/cb11893795q,"Brant, Sebastian 1458-1521",http://d-nb.info/gnd/118514474,"Brant , Sebastian &lt;1458-1521&gt;",http://id.sbn.it/af/IT\ICCU\CFIV\097787,"Brant, S. ок.1458-1521",http://isni.org/isni/0000000122778284,https://www.wikidata.org/entity/Q60351#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Sebastian_Brant,https://www.worldcat.org/identities/lccn-n50043226,A4064,4064
71270,aaeb88ab-24c6-4521-a0bc-b1b5c11f6405,"71270 : Brandolini, Aurelio Lippo, -1497 or 1498","Brandolini, Aurelio Lippo, -1497 or 1498",Aurelius Brandolinus,,Aurelio Brandolini,,,Approximately 1454 A.D.,1497 or 1498 A.D.,15th Century A.D.,,,Medieval,,http://lccn.loc.gov/nr89015267,https://id.loc.gov/authorities/names/nr89015267,nr89015267,http://viaf.org/viaf/221145857910823020393,2.21146E+020,,,,,,,,,,/alli/author/1826,7/13/2017 3:04,,,Brandolini Aurelio 1440?-1497,http://catalogue.bnf.fr/ark:/12148/cb12262622g,Aurelius Brandolinus 1440-1497,http://d-nb.info/gnd/100969771,"Brandolini , Aurelio Lippo",http://id.sbn.it/af/IT\ICCU\BVEV\019346,"Brandolini, Lippo 1454?-1497",http://isni.org/isni/0000000458789403,https://www.wikidata.org/entity/Q781511#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Aurelio_Lippo_Brandolini,https://www.worldcat.org/identities/lccn-nr89015267,A4054,4054
71269,9dd0b3ee-fcde-4ffc-ae77-dcfda6b69d46,"71269 : Braccesi, Alessandro, 1445-1503","Braccesi, Alessandro, 1445-1503",,,Alessandro Braccesi ,,,1445 A.D.,1503 A.D.,15th Century A.D.,,,Medieval,http://www.oxfordreference.com/view/10.1093/oi/authority.20110803095522931,http://lccn.loc.gov/n80141206,https://id.loc.gov/authorities/names/n80141206,n80141206,http://viaf.org/viaf/76428037,76428037,,,,,,,,,,/alli/author/1825,7/13/2017 2:58,,,Braccesi Alessandro 1445-1503,http://catalogue.bnf.fr/ark:/12148/cb12539464f,"Braccesi, Alessandro 1445-1503",http://d-nb.info/gnd/123289572,"Braccesi , Alessandro &lt;1445-1502&gt;",http://id.sbn.it/af/IT\ICCU\BVEV\032684,"Braccesi, Alessandro 1445-1502",http://isni.org/isni/0000000108587262,https://www.wikidata.org/entity/Q2832756#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Alessandro_Braccesi,https://www.worldcat.org/identities/lccn-n80141206,A4078,4078
71268,17f3a9eb-99f8-4b55-b166-a4c1c30c3f6e,"71268 : Boyd, Mark Alexander, 1562-","Boyd, Mark Alexander, 1562-",Marcus Alexander Bodius,Mark Alexander Boyd,,,,1562 A.D.,,16th Century A.D.,"Ayrshire, Scotland",,Neo-Latin,,http://lccn.loc.gov/nr97036507,https://id.loc.gov/authorities/names/nr97036507,nr97036507,http://viaf.org/viaf/76224899,76224899,,,,,,,,,,/alli/author/1824,7/13/2017 2:53,,,,,"Boyd, Mark Alexander 1562-1601",http://d-nb.info/gnd/142462713,,,"Boyd, Mark Alexander, 1562-",http://isni.org/isni/0000000115754436,https://www.wikidata.org/entity/Q6766519#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Mark_Alexander_Boyd,https://www.worldcat.org/identities/lccn-nr97036507,A4071,4071
