Index,DLL Author,DLL Editors,DLL Works,Title,Place,Publisher,Date,Url,Publication Year,Num Pages,Number Of Volumes,Short Title,Series,Archive,Library Catalog,Manual Tags,Automatic Tags
https://catalog.hathitrust.org/Record/001724802,44546 : Apuleius,"84185: Vliet, Joannes van der, 1847-1902",Apologia (80071);Florida (80077),"Lveii Apvlei Madavrensis Apologia, sive De magia liber et Florida",Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/001724802,1900,202 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University,Magic,
https://catalog.hathitrust.org/Record/001724794,44546 : Apuleius,"84091 : Helm, Rudolf Wilhelm Oskar, 1872-1966","Metamorphoses (80079);Apologia (80071);Florida (80077);De deo Socratis, praef. (dub.) (80074);De Deo Socratis (80073);Asclepius (dub.) (84222);De Platone et Eius Dogmate (80076);De Mundo (80075);Peri hermeneias (De interpretatione) (80080)",[Lucii] Apulei [Madaurensis] Opera quae supersunt. Rec. Rudolfus Helm. Vol. 1-3.,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/001724794,1903,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Illinois at Urbana-Champaign,,
https://catalog.hathitrust.org/Record/100684828,44546 : Apuleius,"84185: Vliet, Joannes van der, 1847-1902",Apologia (80071);Florida (80077);Apologia (80071),"Apologia, sive, De magia liber, et Florida",Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/100684828,1900,202 p.,,,,HathiTrust,University of Minnesota,,
https://catalog.hathitrust.org/Record/100684885,44546 : Apuleius,"84091 : Helm, Rudolf Wilhelm Oskar, 1872-1966",Apologia (80071),Apulei Platonici Madaurensis Pro se de magia liber (Apologia),Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/100684885,1905,120 p.,,,,HathiTrust,University of Minnesota,,
https://catalog.hathitrust.org/Record/007027466,44546 : Apuleius,"89562: Helm, Rudolf, 1874-1964",Apologia (80071);De Deo Socratis (80073);De Mundo (80075);De Platone et Eius Dogmate (80076);Florida (80077);Metamorphoses (80079);Peri hermeneias (De interpretatione) (80080),Apulei Opera quae supersunt.,Lipsiae,B. G. Teubner,1912,https://catalog.hathitrust.org/Record/007027466,1912,,,,Works.1912,HathiTrust,University of California,,
https://catalog.hathitrust.org/Record/100108983,,"84183 : Thomas, Paul, 1852-1937;84091 : Helm, Rudolf Wilhelm Oskar, 1872-1966",Apologia (80071);De Deo Socratis (80073);De Mundo (80075);De Platone et Eius Dogmate (80076);Florida (80077);Metamorphoses (80079);Peri hermeneias (De interpretatione) (80080),Apulei Opera quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/100108983,1910,,,,,HathiTrust,Ohio State University,,
https://catalog.hathitrust.org/Record/010551078,44653 : Censorinus,"89602 : Hultsch, Fridericus (Friedrich Otto), 1833-1906",De die natali liber (80339),De die natali liber,Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/010551078,1867,98 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,New York Public Library,,
https://catalog.hathitrust.org/Record/011606359,"44757 : Eutropius, active 4th century","84053 : Dietsch, Heinrich Rudolf, 1814-1875;84046 : Baumgarten-Crusius, Detlev Carl Wilhelm, 1786-1845",Breuiarium ab urbe condita (80507),Breviarium historiae Romanae,Lipsiae,sumptibus et typis B. G. Teubneri,1850,https://catalog.hathitrust.org/Record/011606359,1850,,,,,HathiTrust,Harvard University,,
https://catalog.hathitrust.org/Record/100676168,"44757 : Eutropius, active 4th century","84053 : Dietsch, Heinrich Rudolf, 1814-1875;84046 : Baumgarten-Crusius, Detlev Carl Wilhelm, 1786-1845",Breuiarium ab urbe condita (80507),"Eutropii Breviarium historiae romanae: editionem primam curavit Detl. C.G. Baumgarten-Crusius, alteram henricus Rudolfus Dietsch.",Lipsiae,B.G. Teubner,1865,https://catalog.hathitrust.org/Record/100676168,1865,78 p.,,,,HathiTrust,University of Minnesota,Rome; History.,
https://catalog.hathitrust.org/Record/008905026,"44757 : Eutropius, active 4th century","91895 : Rühl, Franz, 1845-1916",Breuiarium ab urbe condita (80507),Breviarium ad urbe condita.,Lipsiae,B. G. Teubner,1887,https://catalog.hathitrust.org/Record/008905026,1887,90 p.,,,,HathiTrust,Princeton Univeristy,,
https://catalog.hathitrust.org/Record/011531194,"44793 : Catullus, Gaius Valerius; Priapea; 45797 : Laevius;45713 : Cinna, C. Helvius;45697 : Bibaculus, M. Furius (Marcus Furius);45834 : Matius, Cn.;45718 : Cornificius, Q. (Quintus);45920 : Ticidas;45836 : Memmius, C., -100 B.C.;71954 : Hortensius Hortalus, Q. (Quintus);45417 : Tibullus;45347 : Propertius, Sextus","84127 : Müller, Lucian, 1836-1898","Carmina (87405);Carminum fragmenta (87406);Carmina (81748);Carmina (81652);Carmina (81610);Carmina (81769);Carmina, fragmenta (81655);Carmina (81841);Carminum fragmenta (81771);Carmina (82157);Priapea (87607);Elegiae (81517);Carmina Tibulliana (dub.) (81516);Elegiae (81281)","Catulli, Tibulli, Propertii Carmina. Accedunt Laevii, Calvi, Cinnae, aliorum reliquiae et Priapea.",Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/011531194,1870,138 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Harvard University,,
https://catalog.hathitrust.org/Record/001809170,45037 : Martial,"91810 : Gilbert, Walther, 1851-",Epigrammata (80993),M[arci] Valerii Martialis Epigrammaton libri. Recogn. Walther Gilbert.,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/001809170,1886,407 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
https://catalog.hathitrust.org/Record/001809218,"45078 : Nepos, Cornelius","89571 : Fleckeisen, Alfred, 1820-1899",Vitae (81088),Cornelii Nepotis vitae.,Lipsiae,B.G. Teubner,1890,https://catalog.hathitrust.org/Record/001809218,1890,118 p.,,,,Hathi Trust,University of Michigan,,
https://catalog.hathitrust.org/Record/001810389,"45218 : Victor, Sextus Aurelius","91864 : Pichlmayr, Franz, 1861-1926",Origo Gentis Romanae (81178);De viris illustribus (81176);Epitome de Caesaribus (81177),"Sexti Aurelii Victoris Liber de Caesaribus; praecedunt Origo gentis romanae et Liber de viris illustribus urbis Romae, subsequitur Epitome de Caesaribus. Recensuit Franciscus Pichlmayr.",Lipsiae,in aedibus B. G. Teubneri,1911,https://catalog.hathitrust.org/Record/001810389,1911,210 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
https://catalog.hathitrust.org/Record/006792412,45254 : Livy,"84187 : Weissenborn, Wilhelm, 1803-1878;84128 : Müller, Moritz, 1854- ",Ab Urbe Condita (81186),Ab urbe condita libri.,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/006792412,1910,,,,,HathiTrust,Indiana University,,
https://catalog.hathitrust.org/Record/100639422,"45338 : Pliny, the Elder","84121: Mayhoff, Karl, 1841-1914",Naturalis Historia (81263),C. Plini Secundi naturalis historiae libri XXXVII.,Lipsiae,in aedibus B. G.Teubneri,1892,https://catalog.hathitrust.org/Record/100639422,1892,,6 v.,,,HathiTrust,University of California,,
https://catalog.hathitrust.org/Record/002440266,"45363 : Avienus, Rufius Festus; 89511 : Aratus, Solensis","91789 : Breysig, Alfred August Bernhard, 1831-1901",Arati 'Phaenomena' uersa atque retractata (81368),Rufi Festi Avieni Aratea,Lipsiae,in aedibus B. G. Teubneri,1882,https://catalog.hathitrust.org/Record/002440266,1882,83 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
https://catalog.hathitrust.org/Record/100579062,"45383 : Sidonius Apollinaris, Saint, 431 or 432-approximately 487","89563 : Mohr, Paul",Epistularum libri IX (81410),C. Sollius Apollinaris Sidonius,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/100579062,1895,394 p.,,,,HathiTrust,Cornell University,,
https://catalog.hathitrust.org/Record/100151351,"45396 : Statius, P. Papinius (Publius Papinius)","91726: Kohlmann, Philipp, 1842-1889",Achilleis (81423);Thebais (81426),Achilleis et Thebais.,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100151351,1884,475 p.,,,,HathiTrust,Cornell University,,
https://catalog.hathitrust.org/Record/011665036,"45399 : Suetonius, approximately 69-approximately 122","84099: Ihm, Max, 1863-1909",De Vita Caesarum (81438),C. Suetoni Tranquilli opera.,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/011665036,1908,359 p.,,,,HathiTrust,Cornell University,,
https://catalog.hathitrust.org/Record/001809998,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868 ",De Vita Caesarum (81438);De Grammaticis et Rhetoribus (81433);De Poetis (81437);De Historicis (81435);de Oratoribus (81436);Fragmenta (81440),"C. Suetoni Tranquilli, quae supersunt omnia",Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/001809998,1877,357 p.,,,,HathiTrust,University of Michigan,,
https://catalog.hathitrust.org/Record/012292857,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,P. Terenti Afri Comoediae,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/012292857,1905,311 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University,,
https://catalog.hathitrust.org/Record/100616584,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/100616584,1901,311 p.,,,,HathiTrust,University of Minnesota,,
https://catalog.hathitrust.org/Record/011665081,"45426 : Valerius Flaccus, Gaius","84045 : Baehrens, Emil, 1848-1888",,Argonauticon libri octo,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/011665081,1875,180 p.,,,,HathiTrust,Cornell University,,
https://catalog.hathitrust.org/Record/100320342,"45428 : Vegetius Renatus, Flavius","89607 : Lang, Carl, 1841-",,Epitoma rei militaris,Lipsiae,B. G. Teubner,1885,https://catalog.hathitrust.org/Record/100320342,1885,255 p.,,,,Hathi Trust,Harvard University,,
https://catalog.hathitrust.org/Record/009775006,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",,"Opera, cum appendice in usum scholarum interum recognovit Otto Ribbeck",Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009775006,1898,493 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,,
https://catalog.hathitrust.org/Record/008905950,"45701 : Caesar, Julius","84054 : Dinter, Bernard",,C. Iuli Caesaris Commentarii cum A. Hirti aliorumque supplementis,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/008905950,1890,,,,,HathiTrust,Princeton Univeristy,,
https://catalog.hathitrust.org/Record/100480897,"45701 : Caesar, Julius","84054 : Dinter, Bernard",,"C. Iuli Caesaris Belli gallici libri VII, cum A. Hirti libro octavo.",Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/100480897,1899,253 p.,,,,HathiTrust,Harvard University,,
https://catalog.hathitrust.org/Record/012289477,"45701 : Caesar, Julius","84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris Commentarii,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/012289477,1896,,3 v.,,,HathiTrust,Pennsylvania State University,"Rome; History; Civil War, 49-45 B.C.; Gallic Wars, 58-51 B.C.; Gaul",
https://catalog.hathitrust.org/Record/100111138,"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris Commentarii cum A. Hirtii aliorumque supplementis ex recensione Bernardi Kübleri .,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/100111138,1910,,,,,HathiTrust,Ohio State University,,
https://catalog.hathitrust.org/Record/002721879,"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190 : Wölfflin, Eduard von, 1831-1908;84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris Commentarii; cum A. Hirtii aliquorumque supplementis,Lipsiae,in aedibus B.G. Teubneri,1897,https://catalog.hathitrust.org/Record/002721879,1897,,3 v.,,,HathiTrust,University of Michigan,,
https://catalog.hathitrust.org/Record/006241463,"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190 : Wölfflin, Eduard von, 1831-1908;84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris commentarii,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/006241463,1893,,3 v.,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S. r.],HathiTrust,Cornell University,,
https://catalog.hathitrust.org/Record/001724933,"45701 : Caesar, Julius; 45886 : Pollio, Gaius Asinius","84125 : Miodoński, Adam Stefan, 1861-1913;84190 : Wölfflin, Eduard von, 1831-1908",,C. Asini Polionis De bello africo commentarius.,Lipsiae,in aedibus B. G. Teubneri,1839,https://catalog.hathitrust.org/Record/001724933,1839,264 p.,,,,HathiTrust,University of Michigan,,
https://catalog.hathitrust.org/Record/006792422,45704 : Calpurnius Flaccus,"84116: Lehnert, Georg, 1871-",,Declamationes,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/006792422,1903,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Indiana University,,
https://catalog.hathitrust.org/Record/006503936,"45709 : Cato, Marcus Porcius","84108 : Keil, Heinrich, 1822-1894",De Agri Cultura (81637),M. Porci Catonis De agri cvltura liber,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/006503936,1895,88 p.,,,,Hathi Trust,University of California,Early works to 1800; Agriculture,
https://catalog.hathitrust.org/Record/007027472,87393 : Marcus Porcius Cato M.f.M.n.,"84089 : Goetz, Georg, 1849-1932",,De agri cultura,Lipsiae,in aedibus B. G. Teubneri,1922,https://catalog.hathitrust.org/Record/007027472,1922,74 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,Hathi Trust,Pennsylvania State University,Early works to 1800; Agriculture; Rome.,
https://catalog.hathitrust.org/Record/007964384,"45777 : Frontinus, Sextus Julius","91869 : Ranke, Friedrich, 1882-1950",,De aquaeductu urbis Romae commentarius,Lipsiae,B.G. Teubner,1922,https://catalog.hathitrust.org/Record/007964384,1922,58 p.,,,De aquis urbis Romae,Hathi Trust,University of Wisconsin - Madison,,
https://catalog.hathitrust.org/Record/006193973,"45777 : Frontinus, Sextus Julius","91796 : Dederich, Andreas, 1804-",,Sex. Iulii Frontini Strategematicon libri quattuor: Eiusdem De aquae ductibus urbis Romae liber,Lipsiae,B. G. Teubner,1855,https://catalog.hathitrust.org/Record/006193973,1855,155 p.,,Sex. Iulii Frontini Strategematicon libri quattuor,,Hathi Trust,Harvard University,Early works to 1800; Rome.; Military art and science; Italy; Water-supply,
https://catalog.hathitrust.org/Record/009012370,"45777 : Frontinus, Sextus Julius","89694 : Gundermann, Gotthold, 1856-1921",,Strategematon.,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/009012370,1888,176 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,,
https://catalog.hathitrust.org/Record/006624832,"45835 : Mela, Pomponius","91731 : Frick, Karl, 1848-",,Pomponii Melae De chorographia libri tres,Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/006624832,1880,108 p.,,,,Hathi Trust,Harvard University,Ancient.; Geography,
https://catalog.hathitrust.org/Record/001810350,45932 : Velleius Paterculus,"89461 : Haase, Friedrich, 1808-1867",,M. Vellei Paterculi ex Historiae Romanae ...,Lipsiae,B. G. Teubner,1884,https://catalog.hathitrust.org/Record/001810350,1884,124 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
https://catalog.hathitrust.org/Record/008913203,45970: Apicius,"84186 : Vollmer, Friedrich, 1867-1923;84088 : Giarratano, Caesar, 1880-",De Re Coquinaria (81881),Apicii librorum x qui dicuntur De re coquinaria quae extant,Lipsiae,in aedibus B.G. Teubneri,1922,https://catalog.hathitrust.org/Record/008913203,1922,95 p.,,,,HathiTrust,Princeton Univeristy,Early works to 1800; Cookery; Roman,
https://catalog.hathitrust.org/Record/100199321,"45036 : Cicero, Marcus Tullius","91844 : La Sale, Antoine de, 1385?-1461?;91836 : Knoellinger, Hermann, 1883-1914;91797 : Derz, Friedrich W.;89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Epistulae ad Atticum (80941);Epistulae ad Brutum (80942);Epistula ad Octavianum (dub.) (80940),M. Tullii Ciceronis Scripta quae manserunt omnia,Lipsiae,in aedibus B. G. Teubneri,1878,https://catalog.hathitrust.org/Record/100199321,1878,,10 v.,,,Hathi Trust,University of Illinois at Urbana-Champaign,Ancient.; Oratory,
https://catalog.hathitrust.org/Record/002239967,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903","Rhetorica ad Herennium (dub.) (80988);De Inventione (80929);De Oratore (80936);Brutus (80920);De Optimo Genere Oratorum (80935); De Partitione Oratoria (80937);Topica (80990);Academica (80917);De Finibus (80927);Tusculanae Disputationes (80991);Pro Quinctio (80979);Pro S. Roscio Amerino (80983);Pro Q. Roscio Comoedo (80978);Commentarii in diuinationem in Q. Caecilium (dub.) (84207);In Verrem (80953);Pro Tullio (80987);Pro Fonteio (80971);Pro Caecina (80967); Pro Cluentio (80969); De Lege Agraria (80931); Pro Rabirio Perduellionis Reo (80980); In Catilinam (80948); Pro Murena (80976); Pro Sulla (80986); Pro Archia (80965); Pro Flacco (80970); Post Reditum in Senatu (80964); Post Reditum ad Populum (80963)De Haruspicum Responso (80928); De Domo Sua (80925);Pro Sestio (80985);In Vatinium (80952); Pro Caelio (80968); De Provinciis Consularibus (80938); Pro Balbo (80966); In Pisonem (80949); Pro Plancio (80977); Pro Scauro (80984); Pro Rabirio Postumo (80981); Pro Milone (80975); Pro Marcello (80974); Pro Ligario (80973); Pro Rege Deiotaro (80982); Philippicae (80961);De Natura Deorum (80933);De Divinatione (80924);De Fato (80926);De Republica (80939);De Legibus (80932);De Officiis (80934);Cato Maior de Senectute (80922);Laelius de Amicitia (80955);Paradoxa Stoicorum (80960);Timaeus (80989);epistulae, fragmenta (80945)",M. Tullii Ciceronis Scripta quae manserunt omnia,Lipsiae,B. G. Teubner,1908,https://catalog.hathitrust.org/Record/002239967,1908,,10 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
https://catalog.hathitrust.org/Record/009780231,"45036 : Cicero, Marcus Tullius","91893 : Wesenberg, Albert Sadolin, 1804-1876;89575 : Klotz, Reinhold, 1807-1870",Pro Sestio (80985); In Vatinium (80952); Pro Caelio (80968); Epistulae ad Familiares (80943); Epistulae ad Atticum (80941); Academica (80917); De Finibus (80927); Tusculanae Disputationes (80991); De Officiis (80934); Cato Maior de Senectute (80922); Laelius de Amicitia (80955); Paradoxa Stoicorum (80960);incertorum librorum fragmenta (80954);Pro Scauro (80984);Timaeus (80989);oratio pridie quam in exilium iret (91233); In Sallustium (dub.) (80951);Incerti auctoris tractatus de adtributis personae et negotio (siue Commentarius in Ciceronis de Inuentione) (84337),M. Tullii Ciceronis Scripta quae manserunt omnia,Lipsiae,sumptibus et typis B. G. Teubneri,1861,https://catalog.hathitrust.org/Record/009780231,1861,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,,
https://catalog.hathitrust.org/Record/100485588,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Pro Tullio (80987);Pro Fonteio (80971);Pro Caecina (80967);Pro Lege Manilia (80972);,"M. Tullii Ciceronis Orationes: Pro M. Tullio, Pro M. Fonteio, Pro A. Caecina, De imperio Cn. Pompeii (Pro lege Manilia)",Lipsiae,in aedibus B. G. Teubneri,1906,https://catalog.hathitrust.org/Record/100485588,1906,99 p.,,M. Tullii Ciceronis Orationes,,Hathi Trust,Harvard University,,
https://catalog.hathitrust.org/Record/100794219,"45036 : Cicero, Marcus Tullius","89575 : Klotz, Reinhold, 1807-1870",Pro Quinctio (80979);Pro S. Roscio Amerino (80983);Pro Q. Roscio Comoedo (80978),"M. Tullii Ciceronis Orationes pro P. Quinctio, pro Sex. Roscio Amerino, pro Q. Roscio Comoedo.",Lipsiae,B.G. Teubner,1877,https://catalog.hathitrust.org/Record/100794219,1877,86 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California,,
https://catalog.hathitrust.org/Record/100639281,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Epistulae ad Atticum (80941),M. Tullii Ciceronis epistolarum ad Atticum: libri I-IV,Lipsiae,B.G. Teubner,1905,https://catalog.hathitrust.org/Record/100639281,1905,128 p.,,M. Tullii Ciceronis epistolarum ad Atticum,,Hathi Trust,University of California,,
https://catalog.hathitrust.org/Record/008521412,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Epistulae ad Atticum (80941),M. Tullii Ciceronis Epistolarum ad Atticum,Lipsiae,B. G. Teubner,1898,https://catalog.hathitrust.org/Record/008521412,1898,,4 v.,,,Hathi Trust,University of California,,
https://catalog.hathitrust.org/Record/011559231,"45036 : Cicero, Marcus Tullius","84053 : Dietsch, Heinrich Rudolf, 1814-1875;89575 : Klotz, Reinhold, 1807-1870",Epistulae ad Atticum (80941);Epistulae ad Familiares (80943);Epistulae ad Brutum (80942),M. Tullii Ciceronis Epistolae seletae,Lipsiae,in aedibus B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/011559231,1860,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
https://catalog.hathitrust.org/Record/100165974,"45036 : Cicero, Marcus Tullius","89575 : Klotz, Reinhold, 1807-1870;84053 : Dietsch, Heinrich Rudolf, 1814-1875",Epistulae ad Familiares (80943);Epistulae ad Atticum (80941),"M. Tullii Ciceronis Epistolae selectae: ex Reinholdi Klotzii recensione, scholarum in usum",Lipsiae,in aedibus B.G. Teubneri,1908,https://catalog.hathitrust.org/Record/100165974,1908,,,,,Hathi Trust,The Ohio State University,,
https://catalog.hathitrust.org/Record/006792424,"45036 : Cicero, Marcus Tullius","91836 : Knoellinger, Hermann, 1883-1914",De virtutibus (91232),M. Tullii Ciceronis De virtutibus libri fragmenta,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/006792424,1908,96 p.,,,,Hathi Trust,Indiana University,,
https://catalog.hathitrust.org/Record/100897116,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",De Officiis (80934),M. Tullii Ciceronis De officiis libri tres,Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/100897116,1909,130 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
https://catalog.hathitrust.org/Record/012508642,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",De Officiis (80934),M. Tullii Ciceronis De officiis libri tres,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/012508642,1884,130 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
https://catalog.hathitrust.org/Record/001808253,"45036 : Cicero, Marcus Tullius","89575 : Klotz, Reinhold, 1807-1870",De Legibus (80932),M. Tullii Ciceronis De legibus libri tres.,Lipsiae,sumptibus et typis B. G. Teubneri,1855,https://catalog.hathitrust.org/Record/001808253,1855,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
https://catalog.hathitrust.org/Record/100851429,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",De Finibus (80927),M. Tullii Ciceronis De finibus bonorum et malorum libri quinque,Lipsiae,In aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100851429,1908,,,,,Hathi Trust,University of California,Early works to 1800; Ethics,
https://catalog.hathitrust.org/Record/100851443,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Cato Maior de Senectute (80922);Laelius de Amicitia (80955);Paradoxa Stoicorum (80960),"M. Tullii Ciceronis Cato maior de senectute, Laelius de amicitia, paradoxa.",Leipzig,B.G. Teubner,1909,https://catalog.hathitrust.org/Record/100851443,1909,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California,,
https://catalog.hathitrust.org/Record/009780250,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Cato Maior de Senectute (80922);Laelius de Amicitia (80955);Paradoxa Stoicorum (80960),"M. Tullii Ciceronis Cato maior de senectute, Laelius de amicitia, Paradoxa",Lipsiae,B. G. Teubner,1883,https://catalog.hathitrust.org/Record/009780250,1883,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,,
https://catalog.hathitrust.org/Record/011589464,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",De Natura Deorum (80933);De Divinatione (80924);De Fato (80926);De Republica (80939);De Legibus (80932);,M. Tulli Ciceronis Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/011589464,1910,10 v.,10 v.,,,Hathi Trust,University of California,,
https://catalog.hathitrust.org/Record/011225394,"45036 : Cicero, Marcus Tullius","91876 : Schiche, Theodor",De Finibus (80927),"M. Tulli Ciceronis scripta quae manserunt omnia, Fasc. 43: De finibus bonorum et malorum libri quinque",Lipsiae,in aedibus B. G. Teubneri,1915,https://catalog.hathitrust.org/Record/011225394,1915,215 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Minnesota,,
https://catalog.hathitrust.org/Record/100739531,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Pro Tullio (80987);Pro Fonteio (80971);Pro Caecina (80967);Pro Lege Manilia (80972);Pro Cluentio (80969);De Lege Agraria (80931);Pro Rabirio Perduellionis Reo (80980);In Catilinam (80948);Pro Murena (80976);Pro Sulla (80986);Pro Archia (80965);Pro Flacco (80970);Post Reditum in Senatu (80964);Post Reditum ad Populum (80963);De Domo Sua (80925);De Haruspicum Responso (80928);Epistulae ad Atticum (80941);Epistulae ad Brutum (80942);Epistula ad Octavianum (dub.) (80940),M. Tulli Ciceronis Scripta quae manserunt omina,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/100739531,1889,,4 v.,,,Hathi Trust,University of Chicago,,
