Index,Author,Editor,DLL Work Authority Record(s),Title,Place,Publisher,Date,Url,Publication Year,Num Pages,Number Of Volumes,Short Title,Series,Archive,Library Catalog,Manual Tags,Automatic Tags
399,"70841 : Palladius, Rutilius Taurus Aemilianus","84174 : Schmitt, Johann Christoph",,"Palladii Rvtilii Tavri Aemiliani viri inlvstris Opvs agricvltvrae, ex recensione J.C. Schmittii.",Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100619922,1898,269 p.,,,,Hathi Trust,University of Minnesota,,
400,"89611 : Philoponus, John, active 6th century","89612 : Reichardt, Walther, 1869-",,De opificio mundi libri VII,Lipsiae,in aedibus B. G. Teubneri,1897,https://catalog.hathitrust.org/Record/008399390,1897,342 p.,,,,Hathi Trust,Columbia University,,
402,"89673: Nordmeyer, Gustav, 1868-",,,De Octaviae fabula,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/012187346,1892,,,,,HathiTrust,Columbia University,,
403,"89613 : Schmidt, Paul Wilhelm, 1845-1921",,,"De Nonii Marcelli, auctoribus grammaticis.",Lipsiae,in aedibus B. G. Teubneri,1868,https://catalog.hathitrust.org/Record/006589628,1868,155 p.,,,,Hathi Trust,Harvard University,,
404,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,De natura deorum libri tres,Lipsiae,in aedibus B. G. Teubneri,1848,https://catalog.hathitrust.org/Record/011254561,1848,142 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Minnesota,,
405,"45214 : Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D.","84103 : Kiessling, Adolf, 1837-1892",,Annaei Senecae Oratorum et rhetorum sententiae divisiones colores,Lipsiae,in aedibus B. G. Teubneri,1922,https://catalog.hathitrust.org/Record/007969033,1922,557 p.,,,,HathiTrust,University of Wisconsin - Madison,,
406,45254 : Livy,"Heraeus W.; 84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Ab urbe condita libri.,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/011665746,1884,,6 v.,,Ab urbe condita,HathiTrust,Indiana University,,
409,"44536 : Boethius, -524","84086 : Friedlein, Gottfried, 1828-1875",,De institutione arithmetica libri duo; De institutione musica libri quinque; accedit Geometria,Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/007481206,1867,492 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Minnesota,Arithmétique; Avant 1846; Géométrie; Musique grecque et romaine.; Ouvrages avant 1800,
412,"45740 : Curtius Rufus, Quintus","89594 : Foss, Heinrich Eduard, 1805-1875",,De gestis Alexandri Magni regis Macedonum libri qui supersunt octo.,Lipsiae,in aedibus B. G. Teubneri,1871,https://catalog.hathitrust.org/Record/100130872,1871,295 p.,,,,HathiTrust,Library of Congress,,
414,"84186 : Vollmer, Friedrich, 1867-1923",,,De funere publico Romanorum.,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/007373977,1892,,,,,HathiTrust,Harvard University,,
419,"44568 : Celsus, Aulus Cornelius","89592 : Daremberg, Charles, 1817-1872",,De medicina ; libri octo,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/008913238,1891,405 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,,
420,"44568 : Celsus, Aulus Cornelius","89592 : Daremberg, Charles, 1817-1872",,De medicina libri octo.,Lipsiae,in aedibus B. G. Teubneri,1859,https://catalog.hathitrust.org/Record/011604363,1859,405 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
421,"45036 : Cicero, Marcus Tullius","Schiche, Theodor",,De finibus bonorum et malorum libri quinque,Lipsiae,in aedibus B. G. Teubneri,1915,https://catalog.hathitrust.org/Record/012289480,1915,215 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University,Early works to 1800; Ethics,
423,"44963 : Firmicus Maternus, Julius","89589 : Ziegler, Konrat, 1884-1974",,De errore profanarum religionum,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100227113,1907,120 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Cornell University,,
424,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,De divinatione libri duo. Libri De fato quae manserunt.,Lipsiae,in aedibus B. G. Teubneri,1881,https://catalog.hathitrust.org/Record/100639275,1881,270 p.,,,De divinatione.Latin.,Hathi Trust,University of California,,
425,"44934 : Justinian I, Emperor of the East","84191 : Zachariä von Lingenthal, Karl Eduard, 1812-1894",,De dioecesi aegyptiaca lex ab Imp. Iustiniano anno 554 lata,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/100677760,1891,75 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign,Church history.; Egypt,
429,"44566 : Augustine, of Hippo, Saint, 354-430",,,De civitati Dei libri XXII,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100349878,1908,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
430,"44566 : Augustine, of Hippo, Saint, 354-430","89551 : Dombart, Bernhard, 1832-1907",,De civitate Dei libri XXII ...,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/101708435,1905,,2 v.,,,HathiTrust,University of Illinois at Urbana-Champaign,History; ca. 30-600; Early church; Theology,
431,"45835 : Mela, Pomponius","Frick, Carl",,De chorographia libri tres.,Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/001809190,1880,108 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S.r.],Hathi Trust,University of Michigan,Ancient.; Geography,
432,45367 : Sallust,"84053 : Dietsch, Heinrich Rudolf, 1814-1875",,De Catilinae coniuratione et De bello Iugurthino. Accedunt orationes et epistulae ex Historiis excerptae.,Lipsiae,in aedibus B. G. Teubneri,1876,https://catalog.hathitrust.org/Record/100518268,1876,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University,,
433,"89604 : Kirchhoff, Alfred, 1838-1907",,,De Apulei clausularum compositione et arte quaestiones criticae,Lipsiae,in aedibus B. G. Teubneri,1902,https://catalog.hathitrust.org/Record/100794819,1902,56 p.,,,,Hathi Trust,University of California,,
434,"89587 : Wachtler, Hans",,,De Alcmaeone Crotoniata.,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/002072919,1896,104 p.,,,,Hathi Trust,Harvard University,,
435,"Haeusler, Carolus 1890-",,,De Aiacis Sophocleae testimoniis ...,Lipsiae,in aedibus B. G. Teubneri,1914,https://catalog.hathitrust.org/Record/006248922,1914,33 p.,,,,Hathi Trust,University of California,NOT A TEUBNER CRITICAL EDITION,
437,"44690 : Damasus I, Pope","84099 : Ihm, Max, 1863-1909",,Damasi epigrammata,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/006500144,1895,145 p.,,,,Hathi Trust,Harvard University,,
443,44692 : Juvenal,"84094 : Hermann, Karl Friedrich, 1804-1855",,D. Iunii Iuvenalis satirarum libri quinque: Accedit Sulpiciae satira,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/012289487,1904,118 p.,,,Bibliotheca scriptorum graecorum et romanorum teubneriana,Hathi Trust,Pennsylvania State University,,
444,44692 : Juvenal; 45401 : Sulpicia,"84094 : Hermann, Karl Friedrich, 1804-1855",,D. Iunii Iuvenalis Satirarum libri quinque: Accedit Sulpiciae Satira,Lipsiae,in aedibus B. G. Teubneri,1911,https://catalog.hathitrust.org/Record/100886528,1911,36 p.,,,,Hathi Trust,Michigan State University,,
445,44692 : Juvenal; 45401 : Sulpicia,"84094 : Hermann, Karl Friedrich, 1804-1855",,D. Iunii Iuvenalis Satirarum libri quinque: accedit Sulpiciae Satira,Lipsiae,in aedibus B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/100682617,1860,118 p.,,,,Hathi Trust,University of Minnesota,,
447,44692 : Juvenal; 45401 : Sulpicia,"84094 : Hermann, Karl Friedrich, 1804-1855",,D. Iunii Iuvenalis Satirarum libri quinque: accedit Sulpiciae Satira,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100682616,1904,118 p.,,,,Hathi Trust,University of Minnesota,,
454,"84191 : Zachariä von Lingenthal, Karl Eduard, 1812-1894",,,Appendix ad editionem Novellarum Justiniani: ordine chronologico digestarum,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100198739,1884,36 p.,,,,HathiTrust,Harvard University,,
458,,"Loewe, Gustav, 1852-1883; 84089 : Goetz, Georg, 1849-1932",,Corpus glossariorum Latinorum a Gustavo Loewe,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/008620196,1888,,7 v.,,,Hathi Trust,New York Public Library,Latin language; Dictionaries.,
459,,"89467 : Lindsay, W. M. (Wallace Martin), 1858-1937; 84189 : Wessner, Paul, 1870-1933; Heraeus, W. (Wilhelm), 1862-1938; 89694 : Gundermann, Gotthold, 1856-1921; Loewe, Gustav, 1852-1883; 84089 : Goetz, Georg, 1849-1932",,Corpus glossariorum latinorum,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/001057895,1888,,7 v.,,,Hathi Trust,University of Michigan,"Latin language; English language; Glossaries, vocabularies, etc.; Glossography.; Greek language; Old English, ca. 450-1100",
460,,"Thulin, Carl, 1871-1921",,"Corpus agrimensorum Romanorum. Vol. 1, Fasc. 1.",Lipsiae,in aedibus B. G. Teubneri,1913,https://catalog.hathitrust.org/Record/001724538,1913,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
461,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,"Cornelii Taciti: libri qui supersunt. Tomus posterior, Historias et libros minores continens",Lipsiae,in aedibus B. G. Teubneri,1911,https://catalog.hathitrust.org/Record/100642475,1911,396 p.,,,Annales,Hathi Trust,University of Illinois at Urbana-Champaign,,
462,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Cornelii Taciti Libri qui supersunt.,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/008521363,1901,,,,,Hathi Trust,Cornell University,,
463,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Cornelii Taciti Libri qui supersunt,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/008418499,1884,,2 v.,,,Hathi Trust,Columbia University,,
464,"45406 : Tacitus, Cornelius",,,Cornelii Taciti libri qui supersunt,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/011595831,1905,,2 v.,,,Hathi Trust,Pennsylvania State University,"Rome; History; Flavians, 69-96; Julio-Claudians, 30 B.C.-68 A.D.",
465,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Cornelii Taciti libri qui supersunt,Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/102068044,1909,,2 v.,,,Hathi Trust,University of Virginia,,
467,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Cornelii Taciti Germania. Agricola. Dialogus de oratoribus.,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/100909691,1888,316 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Chicago,,
468,"45078 : Nepos, Cornelius","89571 : Fleckeisen, Alfred, 1820-1899; 89560 : Halm, Karl, 1809-1882",,Cornelii Nepotis Vitae.,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100331240,1893,118 p.,,,,Hathi Trust,Harvard University,Early works to 1800; Early works.; fast; Classical biography; Classical biography.,
469,"45078 : Nepos, Cornelius",,,Cornelii Nepotis Vitae.,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/100479813,1890,118 p.,,,,Hathi Trust,Harvard University,Rome; Greece; Biography.; Generals; Classical biography.,
470,"45078 : Nepos, Cornelius","89560 : Halm, Karl, 1809-1882",,Cornelii Nepotis Vitae.,Lipsiae,in aedibus B. G. Teubneri,1873,https://catalog.hathitrust.org/Record/100836267,1873,118 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
471,"45078 : Nepos, Cornelius","89560 : Halm, Karl, 1809-1882; 89571 : Fleckeisen, Alfred, 1820-1899",,Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100412345,1884,118 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign,Rome; Greece; Biography.; Generals; Classical biography.; Biographies; Jusqu'à 500,
472,"45078 : Nepos, Cornelius",,,Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/100454999,1912,118 p.,,,,Hathi Trust,Columbia University,,
479,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009775001,1898,,7 v.,,,HathiTrust,Harvard University,,
480,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100639398,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,,
481,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100639398,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,,
482,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/012323958,1898,311 p.,,,,HathiTrust,Cornell University,,
483,"45336 : Plautus, Titus Maccius","89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae.,Lipsiae,in aedibus B. G. Teubneri,1876,https://catalog.hathitrust.org/Record/100494005,1876,,2 v.,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Harvard University,,
484,"45336 : Plautus, Titus Maccius",,,Comoediae. Ex recognitione Alfredi Fleckeiseni.,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/100495073,1890,,2 v.,,,HathiTrust,Harvard University,,
485,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/011737229,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,,
486,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009775001,1898,,7 v.,,,HathiTrust,Harvard University,,
487,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/011737229,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,,
490,,"89530 : Jahnke, Richard, 1868-1933",,Comoediae Horatianae tres.,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/100329983,1891,109 p.,,,Bibliotheca scriptorum medii aevi Teubneriana,HathiTrust,Harvard University,Latin poetry; Medieval and modern.,
491,"45336 : Plautus, Titus Maccius","84138 : Ritschl, Friedrich Wilhelm, 1806-1876",,Comoediae,Lipsiae,in aedibus B. G. Teubneri,1871,https://catalog.hathitrust.org/Record/011555523,1871,,4 v.,,,HathiTrust,Harvard University,,
494,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,Comoediae,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/100030106,1900,,7 v.,,,HathiTrust,University of Minnesota,,
497,45367 : Sallust,"84059 : Eussner, Adam, 1844-",,"C. Sallusti Crispi, Catilina ; Jugurtha: ex historiis orationes et epistulae",Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100681851,1904,146 pages,,,,HathiTrust,University of Minnesota,,
498,45367 : Sallust,,,C. Sallusti Crispi Epistulae ad Caesarem senem de re publica,Lipsiae,in aedibus B. G. Teubneri,1921,https://catalog.hathitrust.org/Record/011821346,1921,28 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana.  [S. r.],HathiTrust,Cornell University,,
499,45367 : Sallust,,,"C. Sallusti Crispi Catilina, Iugurtha, ex Historiis orationes et epistulae.",Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/012445085,1887,146 p.,,,,HathiTrust,Cornell University,,
501,45367 : Sallust,,,"C. Sallusti Crispi Catilina, Iugurtha orationes et epistulae excerptae de Historiis.",Lipsiae,in aedibus B. G. Teubneri,1919,https://catalog.hathitrust.org/Record/100455105,1919,170 p.,,,,HathiTrust,Columbia University,,
502,"45338 : Pliny, the Elder","89546 : Beck, J. W. (Jan Wibertus)",,"C. Plinii Secundi Librorum dudii sermonis viii reliquiae, collegit et illustravit J. W. Beck.",Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/011813884,1894,96 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Indiana University,,
503,"45338 : Pliny, the Elder OR 45337 : Pliny, the Younger",,,C. Plini Secvndi natvralis historiae libri XXXVII,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/006792474,1892,,5 v.,,,HathiTrust,Indiana University,,
504,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914; 84101 : Jan, Ludwig von 1807-1869",,C. Plini Secundi Naturalis historiae libri XXXVII.,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/001809547,1875,,6 v.,,,HathiTrust,University of Michigan,,
506,"45338 : Pliny, the Elder",,,C. Plini Secundi Naturalis historiae libri XXXVii.,Leipzig,in aedibus B. G. Teubneri,1865,https://catalog.hathitrust.org/Record/001809545,1865,,6 v.,,,HathiTrust,University of Michigan,,
507,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914",,C. Plini Secundi Naturalis historiae libri XXXVII: post Ludovici Iani obitum recognovit et scripturae discrepantia adiecta,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100563314,1892,,6 v.,,,HathiTrust,Harvard University,Natural history; Pre-Linnean works.,
509,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914; 84101 : Jan, Ludwig von 1807-1869",,C. Plini Secundi Naturalis historiae libri XXXVII ; post Ludovici Iani obitum recognovit et scripturae discrepantia adiecta iterum edidit Carolus Mayhoff ...,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/011679737,1875,,6 v.,,,HathiTrust,University of Wisconsin - Madison,,
511,"45337 : Pliny, the Younger","84105 : Kukula, R. C. (Richard Cornelius), 1862-1919",,"C. Plini Caecili Secundi Epistularum libri novem, Epistularum ad Traianum liber, Panegyricus",Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/001227276,1912,426 p.,,,,HathiTrust,University of California,,
512,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914; 84101 : Jan, Ludwig von 1807-1869",,C. Plini Secundi naturalis historiae libri XXXVII.,Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/003594953,1870,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Michigan,,
513,"45337 : Pliny, the Younger","84108 : Keil, Heinrich, 1822-1894",,"C. Plini Caecili Secundi Epistolarum libri novem, Epistolarum ad Traianum liber, Panegyricus",Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/009787391,1896,314 p.,,,,HathiTrust,University of Virginia,,
515,"84129 : Musonius Rufus, C. (Caius), approximately 30-","84092 : Hense, Otto, 1845-1931",,C. Mvsonii Rvfi reliqviae,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/001845375,1905,148 p.,,,,HathiTrust,University of Michigan,,
516,"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190 : Wölfflin, Eduard von, 1831-1908; 84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris Commentarii,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100744156,1893,,,,,HathiTrust,University of Chicago,,
519,"44596 : Benedict, Saint, Abbot of Monte Cassino","84190 : Wölfflin, Eduard von, 1831-1908",,Benedicti Regula monachorum. Recensuit Eduardus Woelfflin.,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/005790242,1895,85 p.,,,,HathiTrust,Harvard University,Monasticism and religious orders; Rules.,
523,84135 : Querolus,"84134 : Peiper, Rudolf, 1834-1898",,"Avlvlaria, sive Qverolvs,Theodosiani aevi comoedia Rvtilio dedicata.",Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/001182029,1875,68 p.,,,,HathiTrust,University of Michigan,,
524,"45336 : Plautus, Titus Maccius","84134 : Peiper, Rudolf, 1834-1898",,Avlvlaria sive Qverolvs .,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/009774580,1875,68 p.,,,,HathiTrust,University of Virginia,Annotations (Provenance); rbprov,
525,"52642 : Averroës, 1126-1198; 84119 : Mantino, Jacob, -1549?","84106 : Heidenhain, Friedrich Jakob, 1845-1912",,Averrois Paraphrasis in librum Poeticae Aristotelis,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/006752138,1889,382 p.,,,,HathiTrust,University of California,,
548,"45426 : Valerius Flaccus, Gaius","89577 : Kramer, Otto, 1887-",,Argonauticon libri octo.,Lipsiae,in aedibus B. G. Teubneri,1913,https://catalog.hathitrust.org/Record/012467715,1913,218 p.,,,,HathiTrust,Cornell University,,
551,44546 : Apuleius,"84183 : Thomas, Paul, 1852-1937",,Apulei Platonici Madaurensis De philosophia libri,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100645880,1908,199 p.,,,,HathiTrust,University of Iowa,,
552,44546 : Apuleius,"84183 : Thomas, Paul, 1852-1937; 84091 : Helm, Rudolf Wilhelm Oskar, 1872-1966",,Apulei Opera quae supersunt.,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/010882471,1908,,,,,HathiTrust,University of California,,
557,"44536 : Boethius; 84123 : Meiser, Karl, 1843-1912",,,Anicii Manlii Severini Boetii Commentarii in librum Aristotelis [Peri ermēneias.],Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/001193301,1877,,2 v.,,,HathiTrust,University of Michigan,,
561,,"84137 : Riese, Alexander, 1840-1922; 84049 : Buecheler, Franz, 1837-1908",,"Anthologia Latina, sive, Poesis Latinae supplementum",Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/008882718,1894,,2,,,HathiTrust,Princeton Univeristy,"Latin poetry.; Epigrams, Latin.",
563,,"84137 : Riese, Alexander, 1840-1922; 84049 : Buecheler, Franz, 1837-1908",,Anthologia latina sive poesis latinae svpplementvm.,Lipsiae,in aedibus B. G. Teubneri,1869,https://catalog.hathitrust.org/Record/009779965,1869,,2 v.,,,HathiTrust,University of Virginia,"Collections.; Latin poetry; Epigrams, Latin.",
564,,"84117 : Lommatzsch, Ernst, 1871-1949; 84137 : Riese, Alexander, 1840-1922; 84049 : Buecheler, Franz, 1837-1908",,"Anthologia latina, sive poesis latinae supplementum",Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/100639138,1870,,2 v.,,,HathiTrust,University of California,Latin poetry.,
567,"45214 : Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D.","84103 : Kiessling, Adolf, 1837-1892",,Annaei Senecae Oratorum et rhetorum sententiae divisiones colores,Lipsiae,in aedibus B. G. Teubneri,1872,https://catalog.hathitrust.org/Record/001221345,1872,557 p.,,,,HathiTrust,University of Virginia,,
568,44536 : Boethius,"84086 : Friedlein, Gottfried, 1828-1875",,"Anicii Manlii Torquati Severini Boetii De institutione arithmetica libri duo, De institutione musica libri quinque.",Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/000166661,1867,492 p.,,,,HathiTrust,Cornell University,"Early works to 1800; Geometry; Arithmetic; Early works to 1900; Music, Greek and Roman.",
569,44536 : Boethius,"84123 : Meiser, Karl, 1843-1912",,Anicii Manlii Severini Boetii Commentarii in librum Aristotelis Peri hermēneias,Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/100680205,1877,,2 v.,,,HathiTrust,University of Minnesota,,
572,"44524: Ammianus Marcellinus; 84057 : Estienne, Robert, 1503?-1559","84087 : Gardthausen, V. (Victor), 1843-1928",,Ammiani Marcellini Rerum gestarum libri qui supersunt. Recensuit V. Gardthausen.,Lipsiae,in aedibus B. G. Teubneri,1874,https://catalog.hathitrust.org/Record/100787568,1874,,,,,HathiTrust,University of California,Rome; History; 284-476; Empire,
573,44524 : Ammianus Marcellinus,"84087 : Gardthausen, V. (Victor), 1843-1928",,Ammiani Marcellini Rerum gestarum libri qui supersunt. Recensuit notisque selectis instruxit V. Gardthausen ...,Lipsiae,in aedibus B. G. Teubneri,1874,https://catalog.hathitrust.org/Record/009519031,1874,,,,,HathiTrust,University of Iowa,"Rome; fast; History; History.; Empire, 284-476",
575,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,Albii Tibvlli libri qvattvor.,Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/100836055,1880,64 p.,,,,HathiTrust,University of Iowa,,
576,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,Albii Tibvlii libri qvattuor.,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100739867,1904,64 p.,,,,HathiTrust,University of Chicago,,
