Index,Author,Editor,DLL Work Authority Record(s),Title,Place,Publisher,Date,Url,Publication Year,Num Pages,Number Of Volumes,Short Title,Series,Archive,Library Catalog,Manual Tags,Automatic Tags
5,,"84183 : Thomas, Paul, 1852-1937; 84091 : Helm, Rudolf Wilhelm Oskar, 1872-1966",Apologia (80071);De Deo Socratis (80073);De Mundo (80075);De Platone et Eius Dogmate (80076);Florida (80077);Metamorphoses (80079);Peri hermeneias (De interpretatione) (80080),Apulei Opera quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/100108983,1910,,,,,HathiTrust,Ohio State University,,
6,44653 : Censorinus,"89602 : Hultsch, Fridericus (Friedrich Otto), 1833-1906",De die natali liber (80339),De die natali liber,Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/010551078,1867,98 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,New York Public Library,,
10,"44793 : Catullus, Gaius Valerius; Priapea; 45713 : Cinna, C. Helvius; 45707 : Calvus, C. Licinius Macer; 45797 : Laevius; 45347 : Propertius, Sextus; 45417 : Tibullus","84127 : Müller, Lucian, 1836-1898",,"Catvlli, Tibvlli, Propertii Carmina. Accedvnt Laevii, Calvi, Cinnae, aliorvm reliqviae et Priapea.",Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/011531194,1870,138 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Harvard University,,
11,45037 : Martial,"Gilbert, Walther, 1851-",,M[arci] Valerii Martialis Epigrammaton libri. Recogn. Walther Gilbert.,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/001809170,1886,407 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
13,"45218 : Victor, Sextus Aurelius","Pichlmayr, Franz",,"Sexti Aurelii Victoris Liber de Caesaribus; praecedunt Origo gentis romanae et Liber de viris illustribus urbis Romae, subsequitur Epitome de Caesaribus. Recensuit Franciscus Pichlmayr.",Lipsiae,in aedibus B. G. Teubneri,1911,https://catalog.hathitrust.org/Record/001810389,1911,210 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
14,45254 : Livy,,,Ab urbe condita libri.,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/006792412,1910,,,,,HathiTrust,Indiana University,,
16,"45363 : Avienus, Rufius Festus; 89511 : Aratus, Solensis","Breysig, Alfred August Bernhard, 1831-1902",,Rufi Festi Avieni Aratea,Lipsiae,in aedibus B. G. Teubneri,1882,https://catalog.hathitrust.org/Record/002440266,1882,83 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
17,"45383 : Sidonius Apollinaris, Saint, 431 or 432-approximately 487","89563 : Mohr, Paul",,C. Sollius Apollinaris Sidonius,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/100579062,1895,394 p.,,,,HathiTrust,Cornell University,,
18,"45396 : Statius, P. Papinius (Publius Papinius)",,,Achilleis et Thebais.,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100151351,1884,475 p.,,,,HathiTrust,Cornell University,,
19,"45399 : Suetonius, approximately 69-approximately 122",,,C. Suetoni Tranquilli opera.,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/011665036,1908,359 p.,,,,HathiTrust,Cornell University,,
20,"45399 : Suetonius, approximately 69-approximately 122",,,"C. Suetoni Tranquilli, quae supersunt omnia",Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/001809998,1877,357 p.,,,,HathiTrust,University of Michigan,,
21,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,P. Terenti Afri Comoediae,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/012292857,1905,311 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University,,
22,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/100616584,1901,311 p.,,,,HathiTrust,University of Minnesota,,
23,"45426 : Valerius Flaccus, Gaius","84045 : Baehrens, Emil, 1848-1888",,Argonauticon libri octo,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/011665081,1875,180 p.,,,,HathiTrust,Cornell University,,
26,45429 : Virgil,"Ribbeck, Otto, 1827-1898",,"Opera, cum appendice in usum scholarum interum recognovit Otto Ribbeck",Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009775006,1898,493 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,,
27,"45701 : Caesar, Julius","84054 : Dinter, Bernard",,C. Iuli Caesaris Commentarii cum A. Hirti aliorumque supplementis,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/008905950,1890,,,,,HathiTrust,Princeton Univeristy,,
28,"45701 : Caesar, Julius","84054 : Dinter, Bernard",,"C. Iuli Caesaris Belli gallici libri VII, cum A. Hirti libro octavo.",Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/100480897,1899,253 p.,,,,HathiTrust,Harvard University,,
29,"45701 : Caesar, Julius",,,C. Iulii Caesaris Commentarii,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/012289477,1896,,3 v.,,,HathiTrust,Pennsylvania State University,"Rome; History; Civil War, 49-45 B.C.; Gallic Wars, 58-51 B.C.; Gaul",
30,"45701 : Caesar, Julius",,,C. Iulii Caesaris Commentarii,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/012289477,1896,,3 v.,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Pennsylvania State University,"Rome; History; Civil War, 49-45 B.C.; Gallic Wars, 58-51 B.C.; Gaul",
31,"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris Commentarii cum A. Hirtii aliorumque supplementis ex recensione Bernardi Kübleri .,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/100111138,1910,,,,,HathiTrust,Ohio State University,,
33,"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190 : Wölfflin, Eduard von, 1831-1908; 84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris commentarii,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/006241463,1893,,3 v.,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S. r.],HathiTrust,Cornell University,,
34,"45701 : Caesar, Julius; 45886 : Pollio, Gaius Asinius","84125 : Miodoński, Adam Stefan, 1861-1913; 84190 : Wölfflin, Eduard von, 1831-1908",,C. Asini Polionis De bello africo commentarius.,Lipsiae,in aedibus B. G. Teubneri,1839,https://catalog.hathitrust.org/Record/001724933,1839,264 p.,,,,HathiTrust,University of Michigan,,
35,45704 : Calpurnius Flaccus,,,Declamationes,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/006792422,1903,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Indiana University,,
36,"45709 : Cato, Marcus Porcius","84108 : Keil, Heinrich, 1822-1894",De Agri Cultura (81637),M. Porci Catonis De agri cvltura liber,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/006503936,1895,88 p.,,,,Hathi Trust,University of California,Early works to 1800; Agriculture,
37,87393 : Marcus Porcius Cato M.f.M.n.,"84089 : Goetz, Georg, 1849-1932",,De agri cultura,Lipsiae,in aedibus B. G. Teubneri,1922,https://catalog.hathitrust.org/Record/007027472,1922,74 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,Hathi Trust,Pennsylvania State University,Early works to 1800; Agriculture; Rome.,
40,"45777 : Frontinus, Sextus Julius","89694 : Gundermann, Gotthold, 1856-1921",,Strategematon.,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/009012370,1888,176 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,,
41,"45835 : Mela, Pomponius","Frick, Karl, 1848-",,Pomponii Melae De chorographia libri tres,Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/006624832,1880,108 p.,,,,Hathi Trust,Harvard University,Ancient.; Geography,
44,"45036 : Cicero, Marcus Tullius","La Sale, Antoine de, 1385?-1461?; Knoellinger, Hermann, 1883-1914; Derz, Friedrich (1913-); 89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Epistulae ad Atticum (80941);Epistulae ad Brutum (80942);Epistula ad Octavianum (dub.) (80940),M. Tullii Ciceronis Scripta quae manserunt omnia,Lipsiae,in aedibus B. G. Teubneri,1878,https://catalog.hathitrust.org/Record/100199321,1878,,10 v.,,,Hathi Trust,University of Illinois at Urbana-Champaign,Ancient.; Oratory,
47,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Pro Tullio (80987);Pro Fonteio (80971);Pro Caecina (80967);Pro Lege Manilia (80972);,"M. Tullii Ciceronis Orationes: Pro M. Tullio, Pro M. Fonteio, Pro A. Caecina, De imperio Cn. Pompeii (Pro lege Manilia)",Lipsiae,in aedibus B. G. Teubneri,1906,https://catalog.hathitrust.org/Record/100485588,1906,99 p.,,M. Tullii Ciceronis Orationes,,Hathi Trust,Harvard University,,
52,"45036 : Cicero, Marcus Tullius","84053 : Dietsch, Heinrich Rudolf, 1814-1875; 89575 : Klotz, Reinhold, 1807-1870",Epistulae ad Atticum (80941);Epistulae ad Familiares (80943);Epistulae ad Brutum (80942),M. Tullii Ciceronis Epistolae seletae,Lipsiae,in aedibus B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/011559231,1860,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
54,"45036 : Cicero, Marcus Tullius","Knoellinger, Hermann, 1883-1914",De virtutibus (91232),M. Tullii Ciceronis De virtutibus libri fragmenta,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/006792424,1908,96 p.,,,,Hathi Trust,Indiana University,,
55,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",De Officiis (80934),M. Tullii Ciceronis De officiis libri tres,Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/100897116,1909,130 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
56,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",De Officiis (80934),M. Tullii Ciceronis De officiis libri tres,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/012508642,1884,130 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
58,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",De Finibus (80927),M. Tullii Ciceronis De finibus bonorum et malorum libri quinque,Lipsiae,In aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100851429,1908,,,,,Hathi Trust,University of California,Early works to 1800; Ethics,
61,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",De Natura Deorum (80933);De Divinatione (80924);De Fato (80926);De Republica (80939);De Legibus (80932);,M. Tulli Ciceronis Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/011589464,1910,10 v.,10 v.,,,Hathi Trust,University of California,,
62,"45036 : Cicero, Marcus Tullius","Schiche, Theodor",De Finibus (80927),"M. Tulli Ciceronis scripta quae manserunt omnia, Fasc. 43: De finibus bonorum et malorum libri quinque",Lipsiae,in aedibus B. G. Teubneri,1915,https://catalog.hathitrust.org/Record/011225394,1915,215 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Minnesota,,
63,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Pro Tullio (80987);Pro Fonteio (80971);Pro Caecina (80967);Pro Lege Manilia (80972);Pro Cluentio (80969);De Lege Agraria (80931);Pro Rabirio Perduellionis Reo (80980);In Catilinam (80948);Pro Murena (80976);Pro Sulla (80986);Pro Archia (80965);Pro Flacco (80970);Post Reditum in Senatu (80964);Post Reditum ad Populum (80963);De Domo Sua (80925);De Haruspicum Responso (80928);Epistulae ad Atticum (80941);Epistulae ad Brutum (80942);Epistula ad Octavianum (dub.) (80940),M. Tulli Ciceronis Scripta quae manserunt omina,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/100739531,1889,,4 v.,,,Hathi Trust,University of Chicago,,
64,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Pro S. Roscio Amerino (80983);In Q. Caecilium (80950);In Verrem (80953);Pro Lege Manilia (80972);In Catilinam (80948);Pro Murena (80976),M. Tulli Ciceronis Orationes selectae XXI,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/100783165,1905,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
67,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Epistulae ad Familiares (80943),M. Tulli Ciceronis Epistularum ad familiares libri I-IV,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/100894746,1900,104 p.,,,,Hathi Trust,University of California,"Rome; Authors, Latin; Correspondence.; Statesmen",
69,"45112 : Ovid, 43 B.C.-17 A.D. or 18 A.D.","89684 : Merkel, Rudolf, 1811-1885; Ehwald, Rudolf, 1847-1927",Amores (81130);Heroides (81134);Medicamina Faciei Femineae (81140);Ars Amatoria (81131);Remedia Amoris (81143),P. Ovidius Naso,Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/100644116,1887,,3 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
70,45884 : Phaedrus,"84127 : Müller, Lucian, 1836-1898",Fabulae Aesopiae (81796),"Phaedri, Augusti liberti fabulae Aesopiae.",Lipsiae,in aedibus B. G. Teubneri,1922,https://catalog.hathitrust.org/Record/009623101,1922,66 p.,,,,Hathi Trust,University of California,,
71,45165 : Horace,"84186 : Vollmer, Friedrich, 1867-1923",Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100384241,1907,390 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
72,"45036 : Cicero, Marcus Tullius","89575 : Klotz, Reinhold, 1807-1870; La Sale, Antoine de, 1385?-1461?; Knoellinger, Hermann, 1883-1914; 89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Pro Tullio (80987);Pro Fonteio (80971);Pro Caecina (80967);Pro Lege Manilia (80972);Pro Cluentio (80969);De Lege Agraria (80931);Pro Rabirio Perduellionis Reo (80980);In Catilinam (80948);Pro Murena (80976);Pro Sulla (80986);Pro Archia (80965);Pro Flacco;Post Reditum in Senatu (80964);Post Reditum ad Populum (80963);De Domo Sua (80925);De Haruspicum Responso (80928),Scripta quae manserunt omnia,Lipsiae,in aedibus B. G. Teubneri,1878,https://catalog.hathitrust.org/Record/100739549,1878,,4 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Chicago,,
73,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89459 : Gercke, Alfred, 1860-1922; 89460 : Hermes, Emil, 1847-1911; 89461 : Haase, Friedrich, 1808-1867; 89695 : Heuse, Otto, 1902-; 84097 : Hosius, Carl, 1866-1937",Epistulae Morales ad Lucilium (81578),L. Annaei Senecae opera qvae svpersvnt,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/012187628,1898,,4 v.,,,Hathi Trust,Columbia University,,
74,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89460 : Hermes, Emil, 1847-1911",De Providentia (89624);De Constantia (89628);De Ira (89619);De Consolatione ad Marciam (89627);De Vita Beata (89622);De Otio (89620);De Tranquillitate Animi (89623);De Brevitate Vitae (89621);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626),L. Annaei Senecae Dialogorum libros XII,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/101696787,1905,,,,,Hathi Trust,University of Illinois at Urbana-Champaign,,
75,"89603 : Huschke, Ph. Eduard (Philipp Eduard), 1801-1886","84104 : Kübler, Bernhard, 1859-1940; 89616 : Seckel, Emil, 1864-1924",Fragmenta (various authors) TBA,Ivrisprvdentiae anteivstinianae reliqvias in vsvm maxime academicvm,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/006922603,1908,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
76,87395 : Gaius,"89603 : Huschke, Ph. Eduard (Philipp Eduard), 1801-1886; 84104 : Kübler, Bernhard, 1859-1940; 89616 : Seckel, Emil, 1864-1924",Institutiones (87538),Gai Institutionum commentarii quattuor: separatim ex Iurisprudentiae anteiustinianae reliquiis a Ph. Eduardo Huschke compositis.,Lipsiae,In aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100541844,1908,266 p.,,Gai Institutionum commentarii quattuor,,Hathi Trust,Harvard University,Roman law.,
77,"45336 : Plautus, Titus Maccius","89571 : Fleckeisen, Alfred, 1820-1899",Amphitruo (81237);Captivi (81241);Miles Gloriosus (81249);Rudens (81254);Trinummus (81256);Asinaria (81238);Bacchides (81240);Curculio (81244);Pseudolus (81253);Stichus (81255),Comoediae,Lipsiae,in aedibus B. G. Teubneri,1874,https://catalog.hathitrust.org/Record/100346341,1874,,2 v.,,,HathiTrust,Harvard University,Comedy.; Latin literature.,
78,"44793 : Catullus, Gaius Valerius","84127 : Müller, Lucian, 1836-1898",Carmina (87405),Carmina,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/011725343,1891,74 p.,,,,HathiTrust,University of Wisconsin - Madison,,
79,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914; 84101 : Jan, Ludwig von 1807-1869",Naturalis Historia (81263),C. Plini Secundi Naturalis historiae libri XXXVII: post Ludovici Iani obitum recognovit et scripturae discrepantia adiecta,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/005377732,1892,,5 v.,,,HathiTrust,University of Michigan,Natural history; Pre-Linnean works.,
80,"45036 : Cicero, Marcus Tullius","89685 : Nauck, C. W. (Carl Wilhelm), 1813-",De Republica (80939),M. Tuli Ciceronis librorum de re publica sex quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/006540418,1889,379 p.,,,,Hathi Trust,University of California,,
81,"45930 : Varro, Marcus Terentius","84089 : Goetz, Georg, 1849-1932; 84108 : Keil, Heinrich, 1822-1894",Res Rusticae (81867),M. Terenti Varronis Rerum rusticorum libri tres,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/007115264,1912,162 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California,Early works to 1800; Agriculture,
82,"45930 : Varro, Marcus Terentius","84108 : Keil, Heinrich, 1822-1894",Res Rusticae (81867),M. Terenti Varronis Rerum rusticarum libri tres,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/100370420,1889,173 p.,,,,Hathi Trust,Harvard University,Early works to 1800; Agriculture,
83,"45709 : Cato, Marcus Porcius; 45930 : Varro, Marcus Terentius","84108 : Keil, Heinrich, 1822-1894",De Agri Cultura (81637);Res Rusticae (81867),M. Porci Catonis De agri cvltvra liber. M. Terenti Varronis Rervm rvsticarvm libri tres.,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/009021003,1884,,3 v.,,,Hathi Trust,Northwestern University,Early works to 1800; Agriculture,
84,"45709 : Cato, Marcus Porcius; 45930 : Varro, Marcus Terentius","Krumbiegel, Richard, 1867-; 84108 : Keil, Heinrich, 1822-1894",De Agri Cultura (81637);Res Rusticae (81867),M. Porci Catonis De agri cultura liber. M. Terenti Varronis Rerum rusticarum libri tres.,Lipsiae,in aedibus B. G. Teubneri,1882,https://catalog.hathitrust.org/Record/011682555,1882,,3 v.,,,Hathi Trust,Harvard University,,
85,"45709 : Cato, Marcus Porcius","84108 : Keil, Heinrich, 1822-1894",De Agri Cultura (81637),M. Porci Catonis De agri cultura liber,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/100179845,1895,88 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign,Early works to 1800; Agriculture; (OCoLC)fst00801355; (OCoLC)fst01204885; (OCoLC)fst01411636; Agriculture.; Early works.; fast; Rome (Empire); Rome.,
86,"45034 : Minucius Felix, Marcus","Boenig, Hermann",Octavius (80916),M. Minucii Felicis Octavius.,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/100376464,1903,116 p.,,,,Hathi Trust,Harvard University,"Early works to 1800; Apologetics; Early church, ca. 30-600; History",
87,"45034 : Minucius Felix, Marcus","84045 : Baehrens, Emil, 1848-1888",Octavius (80916),M. Minucii Felicis Octavius.,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/002181068,1886,64 p.,,,,Hathi Trust,Harvard University,Apologetics.,
88,"45034 : Minucius Felix, Marcus","84045 : Baehrens, Emil, 1848-1888",Octavius (80916),M. Minucii Felicis Octavius,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/100461709,1886,64 p.,,,,Hathi Trust,Columbia University,,
89,"45034 : Minucius Felix, Marcus","Waltzing, Jean-Pierre, 1857-1929",Octavius (80916),M. Minucii Felicis Octavius,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/012324049,1912,76 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,Apologetics; History; ca. 30-600; Early church,
90,"44935 : Justinus, Marcus Junianus","Gutschmid, Hermann Alfred freiherr von, 1831-1887; 84143 : Rühl, Franz, 1845-1916",Epitoma historiarum Philippicarum Pompei Trogi (80808),M. Iuniani Iustini Epitoma historiarum Philippecarum Pompei Trogi,Lipsiae,in aedibus B. G. Teubneri,1915,https://catalog.hathitrust.org/Record/100245441,1915,315 p.,,,,Hathi Trust,University of California,Ancient.; History,
91,45357 : Quintilian,"89560 : Halm, Karl, 1809-1882",Institutio Oratoria (81328),"M. Fabii Quintiliani Institutionis oratoriae, liber decimus.",Lipsiae,in aedibus B. G. Teubneri,1911,https://catalog.hathitrust.org/Record/100103889,1911,44 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,The Ohio State University,,
92,45357 : Quintilian,"89691 : Bonnell, Eduard, 1802-1877",Institutio Oratoria (81328),M. Fabii Quintiliani Institutionis oratoriae libri duodecim.,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/009789334,1896,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,Oratory.,
94,45357 : Quintilian,"89691 : Bonnell, Eduard, 1802-1877",Institutio Oratoria (81328),M. Fabii Quintiliani Institutionis oratoriae libri duodecim: ad fidem codicum manu scriptorum,Lipsiae,in aedibus B. G. Teubneri,1922,https://catalog.hathitrust.org/Record/100165244,1922,,2 v.,,,Hathi Trust,The Ohio State University,Oratory.,
96,45357 : Quintilian,"Ritter, Constantin, 1859-1936",Declamationes Minores (81327),M. Fabii Quintiliani declamationes quae supersunt CXLV,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100370400,1884,524 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
97,45357 : Quintilian,"Radermacher, Ludwig, 1867-1952",Institutio Oratoria (81328),"M. Fabi Quintiliani Institutionis oratoriae, libri xii",Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100122101,1907,359 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Pennsylvania State University,,
98,45357 : Quintilian,"Radermacher, Ludwig, 1867-1952",Institutio Oratoria (81328),M. Fabi Quintiliani Institutionis oratoriae libri XII,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100192531,1907,,2 v.,,,Hathi Trust,University of Illinois at Urbana-Champaign,,
99,"71474 : Muret, Marc-Antoine, 1526-1585","Frey, Joseph, 1834-1910",Orationes (91592);Praefationes (91593),M. Antonii Mureti Scripta selecta,Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/100461419,1887,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Columbia University,,
100,45030 : Lucan,"84097 : Hosius, Carl, 1866-1937",Bellum Civile (80908),M. Annaei Lvcani Belli civilis libri decem tertivm,Lipsiae,in aedibus B. G. Teubneri,1913,https://catalog.hathitrust.org/Record/007964555,1913,395 p.,,,,HathiTrust,University of Wisconsin - Madison,"Rome; History; Civil War, 49-45 B.C.; Pharsalus, Battle of, Farsala, Greece, 48 B.C.",
105,44546 : Apuleius,"84185 : Vliet, Joannes van der, 1847-1902",Metamorphoses (80079),Lucii Apulei Metamorphoseon libri XI.,Lipsiae,in aedibus B. G. Teubneri,1897,https://catalog.hathitrust.org/Record/001724815,1897,292 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,The Getty Research Institute,,
106,44546 : Apuleius,"84185: Vliet, Joannes van der, 1847-1902",Apologia (80071);Florida (80077),"Lucii Apulei Madaurensis Apologia, sive De magia liber et Florida.",Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/011589230,1900,202 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,Magic.,
107,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",Historiae (81463);De Origine et Situ Germanorum (81460);De Vita Iulii Agricolae (81461);Dialogus de Oratoribus (81462);,Libri qui supersunt.,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100391190,1893,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
118,45788 : Lactantius Placidus,"89530 : Jahnke, Richard, 1868-1933",,Lactantii Placidi qui dicitur Commentarios in Statii Thebaida et Commentarium in Achilleida.: Recensuit Ricardus Jahnke.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100687011,1898,522 p.,,,,Hathi Trust,University of Minnesota,,
