,Index,DLL Author,DLL Editors,Same or Different?,DLL Works Rachel,DLL Works SJH,Title,Place,Publisher,Date,Archive,Library Catalog,,,,,,
544,https://catalog.hathitrust.org/Record/100346276,45254 : Livy,"84128 : Müller, Moritz, 1854-;84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita libri.,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100346276,1908,,,,,Hathi Trust,Harvard University
545,https://catalog.hathitrust.org/Record/011712411,45254 : Livy,"84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita libri.,Lipsiae,B. G. Teubner,1891,https://catalog.hathitrust.org/Record/011712411,1891,,6 v.,,,Hathi Trust,Harvard University
546,https://catalog.hathitrust.org/Record/100837178,45254 : Livy,"84128 : Müller, Moritz, 1854-;84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita libri.,Lipsiae,B. G. Teubner,1892,https://catalog.hathitrust.org/Record/100837178,1892,,6 v.,,,Hathi Trust,University of Iowa
547,https://catalog.hathitrust.org/Record/100639395,45254 : Livy,"84128 : Müller, Moritz, 1854-;84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita libri.,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/100639395,1905,,6 v.,,,Hathi Trust,University of California
548,https://catalog.hathitrust.org/Record/008900044,45254 : Livy,"84128 : Müller, Moritz, 1854-;84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi ab urbe condita libri.,Lipsiae,B. G. Teubner,1898,https://catalog.hathitrust.org/Record/008900044,1898,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
549,https://catalog.hathitrust.org/Record/100570459,45254 : Livy,"84128 : Müller, Moritz, 1854-;84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita libri,Lipsiae,B. G. Teubner,1901,https://catalog.hathitrust.org/Record/100570459,1901,,4 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Illinois at Urbana-Champaign
550,https://catalog.hathitrust.org/Record/006792413,45254 : Livy,"84128 : Müller, Moritz, 1854-;84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita libri,Lipsiae,B. G. Teubner,1898,https://catalog.hathitrust.org/Record/006792413,1898,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University
551,https://catalog.hathitrust.org/Record/001769267,45254 : Livy,"91820 : Heraeus, W. (Wilhelm), 1862-1938;84128 : Müller, Moritz, 1854-;84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita libri,Lipsiae,B. G. Teubner,1908,https://catalog.hathitrust.org/Record/001769267,1908,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
552,https://catalog.hathitrust.org/Record/009789882,45254 : Livy,"84128 : Müller, Moritz, 1854-;84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi ab urbe condita libri,Lipsiae,B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/009789882,1889,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia
553,https://catalog.hathitrust.org/Record/100165395,45254 : Livy,"84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita libri,Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/100165395,1877,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,The Ohio State University
554,https://catalog.hathitrust.org/Record/100609182,45254 : Livy,"84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita libri,Lipsiae,B. G. Teubner,1894,https://catalog.hathitrust.org/Record/100609182,1894,,6 v.,,,Hathi Trust,University of California
555,https://catalog.hathitrust.org/Record/003597466,45254 : Livy,"84187 : Weissenborn, Wilhelm, 1803-1878",,,Ab Urbe Condita (81186),Titi Livi ab urbe condita libri,Lipsiae,B. G. Teubneri,1883,https://catalog.hathitrust.org/Record/003597466,1883,,2 v.,,,Hathi Trust,Harvard University
556,https://catalog.hathitrust.org/Record/100509897,45254 : Livy,"84128 : Müller, Moritz, 1854-",,,Ab Urbe Condita (81186),Titi Livi Ab urbe condita Liber I. Für den Schulgebrauch,Leipzig,B. G. Teubner,1875,https://catalog.hathitrust.org/Record/100509897,1875,164 p.,,,,Hathi Trust,Harvard University
221,https://catalog.hathitrust.org/Record/001809970,"45396 : Statius, P. Papinius (Publius Papinius)","91835 : Klotz, Alfred, 1874-1956",,,Achilleis (81423),P. Papini Stati Achilleis,Lipsiae,in aedibus B. G. Teubneri,1902,https://catalog.hathitrust.org/Record/001809970,1902,61 p.,,,,Hathi Trust,Harvard University
229,https://catalog.hathitrust.org/Record/001809979,"45396 : Statius, P. Papinius (Publius Papinius)","91726 : Kohlmann, Philipp, 1842-1889",,,Achilleis (81423);Thebais (81426),P. Papinii Statii Achilleis et Thebais.,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/001809979,1884,475 p.,,,,Hathi Trust,Harvard University
402,https://catalog.hathitrust.org/Record/011821346,45367 : Sallust,"91912 : Kurfess, Alfons, 1889-1965",,,Ad Caesarem de re publ. (dub.) (81379),C. Sallusti Crispi Epistulae ad Caesarem senem de re publica,Lipsiae,in aedibus B. G. Teubneri,1921,https://catalog.hathitrust.org/Record/011821346,1921,28 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana.  [S. r.],HathiTrust,Cornell University
219,https://catalog.hathitrust.org/Record/001810204,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),P. Terenti Comoediae. Recensvit Alfredvs Fleckeisen.,Lipsiae,sumptibus et formis B. G. Teubneri,1868,https://catalog.hathitrust.org/Record/001810204,1868,343 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
220,https://catalog.hathitrust.org/Record/001810203,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),"P. Terenti Comoediae, Recensvit Alfredvs Fleckeisen.",Lipsiae,sumptibus et formis B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/001810203,1884,343 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
222,https://catalog.hathitrust.org/Record/100370421,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),P. Terenti Afri Comoediae.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100370421,1898,311 p.,,,,Hathi Trust,Harvard University
223,https://catalog.hathitrust.org/Record/011568873,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),P. Terenti Comoediae.,Lipsiae,sumptibus et formis B. G. Teubneri,1861,https://catalog.hathitrust.org/Record/011568873,1861,343 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
224,https://catalog.hathitrust.org/Record/009623162,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),P. Terenti Comoediae.,Lipsiae,sumptibus et formis B. G. Teubneri,1871,https://catalog.hathitrust.org/Record/009623162,1871,343 p.,,,,Hathi Trust,University of California
225,https://catalog.hathitrust.org/Record/001810202,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),P. Terenti Comoediae. Recensvit Alfredvs Fleckeisen.,Lipsiae,sumptibus et typis B. G. Teubneri,1881,https://catalog.hathitrust.org/Record/001810202,1881,343 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
241,https://catalog.hathitrust.org/Record/100389883,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),P. Terenti Afri Comoediae,Lipsiae,B. G. Teubner,1905,https://catalog.hathitrust.org/Record/100389883,1905,311 p.,,,,Hathi Trust,Harvard University
243,https://catalog.hathitrust.org/Record/001810206,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),P. Terenti Comoediae. Recensvit Alfredvs Fleckeisen.,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/001810206,1895,343 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
387,https://catalog.hathitrust.org/Record/012323958,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),Comoediae.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/012323958,1898,311 p.,,,,HathiTrust,Cornell University
233,https://catalog.hathitrust.org/Record/001810205,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),P. Terenti Comoediae. Recensvit Alfredvs Fleckeisen.,Lipsiae,sumptibus et formis B. G. Teubneri,1874,https://catalog.hathitrust.org/Record/001810205,1874,343 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
397,https://catalog.hathitrust.org/Record/008418512,45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,,Adelphoe (81464);Andria (81465);Eunuchus (81466);Heauton Timorumenos (81467);Hecyra (81468);Phormio (81469),Comoediae,Lipsiae,B. G. Teubner,1857,https://catalog.hathitrust.org/Record/008418512,1857,343 p.,,,,HathiTrust,Columbia University
252,https://catalog.hathitrust.org/Record/006792410,"84056 : Endt, Johannes","84056 : Endt, Johannes",,,Adnotationes super Lucanum (84367),Adnotationes super Lucanum,Lipsiae,in aedibus B.G. Teubneri,1909,https://catalog.hathitrust.org/Record/006792410,1909,445 p.,,,,HathiTrust,Indiana University
197,https://catalog.hathitrust.org/Record/011725260,45429 : Virgil,"91713 : 91713 : Ribbeck, Otto, 1827-1898",,,Aeneis (81529),P. Vergili Maronis Aeneis in usum scholarum,Lipsiae,B. G. Teubner,1901,https://catalog.hathitrust.org/Record/011725260,1901,409 p.,,,,Hathi Trust,University of Wisconsin - Madison
199,https://catalog.hathitrust.org/Record/008235494,45429 : Virgil,"91831 : Janell, Walther, 1877-1932;91713 : Ribbeck, Otto, 1827-1898",,,Aeneis (81529),P. Vergili Maronis Aeneis,Lipsiae,in aedibus B. G. Teubneri,1920,https://catalog.hathitrust.org/Record/008235494,1920,301 p.,,,,Hathi Trust,University of California
264,https://catalog.hathitrust.org/Record/100836046,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",,,Aeneis (81529),P. Vergili Maronis Aeneis in usum scholarum iterum recognovit Otto Ribbeck.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100836046,1898,409 p.,,,,Hathi Trust,University of Iowa
265,https://catalog.hathitrust.org/Record/007027457,45429 : Virgil,"91813 : Güthling, Otto, 1853-1931",,,Aeneis (81529),P. Vergili Maronis Aeneis,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/007027457,1907,274 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University
196,https://catalog.hathitrust.org/Record/000909913,45429 : Virgil,"91813 : Güthling, Otto, 1853-1931",,,Aeneis (81529);Eclogae (81530);Georgica (81531),"P. Vergili Maronis Bucolica, Georgica et Aeneis",Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/000909913,1901,,,,,Hathi Trust,University of Michigan
211,https://catalog.hathitrust.org/Record/101834932,45429 : Virgil,"91813 : Güthling, Otto, 1853-1931",,,Aeneis (81529);Eclogae (81530);Georgica (81531),"P. Virgili Maronis Bucolica, Georgica, Aeneis",Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/101834932,1901,,2 v.,,,Hathi Trust,University of California
268,https://catalog.hathitrust.org/Record/100739923,45429 : Virgil,"91813 : Güthling, Otto, 1853-1931",,,Aeneis (81529);Eclogae (81530);Georgica (81531),"Bucolica, Georgica, Aeneis",Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/100739923,1894,,2 v.,,,HathiTrust,University of Chicago
194,https://catalog.hathitrust.org/Record/001810436,45429 : Virgil,"91830 : Jahn, Johann Christian, 1797-1847",,,Aeneis (81529);Eclogae (81530);Georgica (81531);Appendix Vergiliana (87407),P. Virgilii Maronis Opera omnia. Ex recensione Ioann. Christiani Iahn. Editio quarta.,Lipsiae,sumptibus et typis B. G. Teubneri,1852,https://catalog.hathitrust.org/Record/001810436,1852,384 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
208,https://catalog.hathitrust.org/Record/009787164,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",,,Aeneis (81529);Eclogae (81530);Georgica (81531);Appendix Vergiliana (87407),P. Vergili Maronis Opera,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/009787164,1907,493 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia
209,https://catalog.hathitrust.org/Record/001810466,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",,,Aeneis (81529);Eclogae (81530);Georgica (81531);Appendix Vergiliana (87407),P. Vergili Maronis Opera cum appendice in usum scholarum iterum recognovit Otto Ribbeck ...,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/001810466,1910,493 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
213,https://catalog.hathitrust.org/Record/007027544,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",,,Aeneis (81529);Eclogae (81530);Georgica (81531);Appendix Vergiliana (87407),P. Vergili Maronis Opera,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/007027544,1904,493 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University
215,https://catalog.hathitrust.org/Record/008911678,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",,,Aeneis (81529);Eclogae (81530);Georgica (81531);Appendix Vergiliana (87407),P. Vergili Maronis Opera in usum scholarum,Lipsiae,in aedibus B. G. Teubneri,1881,https://catalog.hathitrust.org/Record/008911678,1881,430 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana.,Hathi Trust,Princeton University
637,https://catalog.hathitrust.org/Record/008620986,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",,,Aeneis (81529);Eclogae (81530);Georgica (81531);Appendix Vergiliana (87407),Opera,Lipsiae,in aedibus B. G. Teubneri,1859,https://catalog.hathitrust.org/Record/008620986,1859,,5 v.,,,Hathi Trust,Cornell University
644,https://catalog.hathitrust.org/Record/001810464,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",,,Aeneis (81529);Eclogae (81530);Georgica (81531);Appendix Vergiliana (87407),Opera in usum scholarum,Lipsiae,B. G. Teubner,1881,https://catalog.hathitrust.org/Record/001810464,1881,430 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
650,https://catalog.hathitrust.org/Record/100130896,45429 : Virgil,"91830 : Jahn, Johann Christian, 1797-1847",,,Aeneis (81529);Eclogae (81530);Georgica (81531);Appendix Vergiliana (87407),Opera omnia.,Lipsiae,sumptibus et typis B. G. Teubneri,1859,https://catalog.hathitrust.org/Record/100130896,1859,384 p.,,,,Hathi Trust,Library of Congress
473,https://catalog.hathitrust.org/Record/100329500,"45296 : William, of Blois","89682 : Lohmeyer, Carl Friedrich Wilhelm, 1868-",,,Alda (91915),Guilelmi Blesensis Aldae comoedia,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100329500,1892,86 p.,,,,Hathi Trust,Harvard University
474,https://catalog.hathitrust.org/Record/100459045,"45296 : William, of Blois","89682 : Lohmeyer, Carl Friedrich Wilhelm, 1868-",,,Alda (91915),Guilelmi Blesensis Aldae comoedia,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100459045,1892,86 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Columbia University
217,https://catalog.hathitrust.org/Record/011552803,"45112 : Ovid, 43 B.C.-17 A.D. or 18 A.D.","89684 : Merkel, Rudolf, 1811-1885",,,Amores (81130);Heroides (81134);Medicamina Faciei Femineae (81140);Ars Amatoria (81131);Remedia Amoris (81143);Metamorphoses (81141);Tristia (81144);Ibis (81138);Epistulae ex Ponto (81135);Fasti (81136),P. Ovidius Naso,Lipsiae,B. G. Teubner,1867,https://catalog.hathitrust.org/Record/011552803,1867,,3 v.,,,Hathi Trust,Harvard University
218,https://catalog.hathitrust.org/Record/006792478,"45112 : Ovid, 43 B.C.-17 A.D. or 18 A.D.","91728 : Ehwald, Rudolf, 1847-1927;89684 : Merkel, Rudolf, 1811-1885",,,Amores (81130);Heroides (81134);Medicamina Faciei Femineae (81140);Ars Amatoria (81131);Remedia Amoris (81143);Metamorphoses (81141);Tristia (81144);Ibis (81138);Epistulae ex Ponto (81135);Fasti (81136),P. Ovidius Naso,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/006792478,1903,,3 v.,,,Hathi Trust,University of California
227,https://catalog.hathitrust.org/Record/010939420,"45112 : Ovid, 43 B.C.-17 A.D. or 18 A.D.","89684 : Merkel, Rudolf, 1811-1885;91728 : Ehwald, Rudolf, 1847-1927",,,Amores (81130);Heroides (81134);Medicamina Faciei Femineae (81140);Ars Amatoria (81131);Remedia Amoris (81143);Metamorphoses (81141);Tristia (81144);Ibis (81138);Epistulae ex Ponto (81135);Fasti (81136),P. Ovidius Naso,Lipsiae,in aedibus B. G. Teubneri,1897,https://catalog.hathitrust.org/Record/010939420,1897,,3 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of North Carolina at Chapel Hill
